rxn_id_old,rxn_id,rxn_description,include,notes,ctrack,mapping,,
FTHFD,FTHFD,,TRUE,individual,1 x10fthf_c > 1 xfor_c,#a > #a,,
FUMt22,FUMt2_2pp,,TRUE,individual,1 xfum_p > 1 xfum_c,"#abcd > #abcd,#dcba > #abcd,#abcd > #dcba,#dcba > #dcba",,
FUMt23,FUMt2_3pp,,TRUE,individual,1 xfum_p > 1 xfum_c,"#abcd > #abcd,#dcba > #abcd,#abcd > #dcba,#dcba > #dcba",,
G1PP,G1PPpp,,TRUE,individual,1 xg1p_c > 1 xglc_DASH_D_c,#abcdef > #abcdef,,
G3PD2,G3PD2,,TRUE,individual,1 xglyc3p_c > 1 xdhap_c,#abc > #abc,,
G3PD2_r,G3PD2_reverse,,TRUE,individual,1 xdhap_c > 1 xglyc3p_c,#abc > #abc,,
G3PD5,G3PD5,,TRUE,individual,1 xglyc3p_c > 1 xdhap_c,#abc > #abc,,
G3PD6,G3PD6,,TRUE,individual,1 xglyc3p_c > 1 xdhap_c,#abc > #abc,,
G3PD7,G3PD7,,TRUE,individual,1 xglyc3p_c > 1 xdhap_c,#abc > #abc,,
G3PP,G3PT,,TRUE,individual,1 xglyc3p_c > 1 xglyc_c,"#def > #def,#fed > #def",,
G5SADs,G5SADs,,TRUE,individual,1 xglu5sa_c > 1 x1pyr5c_c,#abcde > #abcde,,
G6PDH2r,G6PDH2r,,TRUE,individual,1 xg6p_c > 1 x6pgl_c,#abcdef > #abcdef,,
G6PDH2r_r,G6PDH2r_reverse,,TRUE,individual,1 x6pgl_c > 1 xg6p_c,#abcdef > #abcdef,,
GAPD,GAPD,,TRUE,individual,1 xg3p_c > 1 x13dpg_c,#abc > #abc,,
GAPD_r,GAPD_reverse,,TRUE,individual,1 x13dpg_c > 1 xg3p_c,#abc > #abc,,
GHMT2,GHMT2r,,TRUE,individual,1 xser_DASH_L_c > 1 xgly_c 1 xmlthf_c,#abc > #ab #c,,
GHMT2_r,GHMT2r_reverse,,TRUE,individual,1 xgly_c 1 xmlthf_c > 1 xser_DASH_L_c,#ab #c > #abc,,
GK1,GK1,,TRUE,modified,1 xatp_c 1 xgmp_c > 1 xadp_c 1 xgdp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
GK1,GK1_Full,,TRUE,modified,1 xatp_c 1 xgmp_c > 1 xadp_c 1 xgdp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
GLCP,GLCP,,TRUE,individual,,,,
GLCP,GLCP_Full,,TRUE,individual,1 xglycogen_c > 1 xg1p_c,#abcdef > #abcdef,,
GLCpts,GLCptspp,,TRUE,individual,1 xglc_DASH_D_e 1 xpep_c > 1 xg6p_c 1 xpyr_c,#abcdef #ghi > #abcdef #ghi,,
GLNS,GLNS,,TRUE,individual,1 xglu_DASH_L_c > 1 xgln_DASH_L_c,#abcde > #abcde,,
GLUDC,GLUDC,,TRUE,individual,1 xglu_DASH_L_c > 1 x4abut_c 1 xco2_c,#abcde > #edcb #a,,
GLUDy,GLUDy,,TRUE,individual,1 xglu_DASH_L_c > 1 xakg_c,#abcde > #abcde,,
GLUDy_r,GLUDy_reverse,,TRUE,individual,1 xakg_c > 1 xglu_DASH_L_c,#abcde > #abcde,,
GLUN,GLUN,,TRUE,individual,1 xgln_DASH_L_c > 1 xglu_DASH_L_c,#abcde > #abcde,,
GLUSy,GLUSy,,TRUE,individual,1 xakg_c 1 xgln_DASH_L_c > 1 xglu_DASH_L_c 1 xglu_DASH_L_c,"#abcde #fghij > #abcde #fghij, #abcde #fghij > #fghij #abcde",,
GLXCL,GLXCL,,TRUE,individual,1 xglx_c 1 xglx_c > 1 x2h3oppan_c 1 xco2_c,#ab #cd > #abd #c,,
GLYCDx,GLYCDx,,TRUE,individual,1 xglyc_c > 1 xdha_c,"#abc > #abc,#abc > #cba,#cba > #abc,#cba > #cba",,
GLYCK,GLYCK,,TRUE,individual,1 xglyc_DASH_R_c > 1 x3pg_c,#abc > #abc,,
GLYCL,GLYCL,,TRUE,individual,1 xgly_c > 1 xco2_c 1 xmlthf_c,#ab > #a #b,,
GLYCLTDx,GLYCLTDx,,TRUE,individual,1 xglx_c > 1 xglyclt_c,#ab > #ab,,
GLYCLTDy,GLYCLTDy,,TRUE,individual,1 xglx_c > 1 xglyclt_c,#ab > #ab,,
GLYCt,GLYCtex,,TRUE,individual,1 xglyc_e > 1 xglyc_p,"#abc > #abc,#abc > #cba,#cba > #abc,#cba > #cba",,
GLYCt,GLYCtpp,,TRUE,individual,1 xglyc_p > 1 xglyc_c,"#abc > #abc,#abc > #cba,#cba > #abc,#cba > #cba",,
GLYCt_r,GLYCtex_reverse,,TRUE,individual,1 xglyc_p > 1 xglyc_e,"#abc > #abc,#cba > #abc,#abc > #cba,#cba > #cba",,
GLYCt_r,GLYCtpp_reverse,,TRUE,individual,1 xglyc_c > 1 xglyc_p,"#abc > #abc,#cba > #abc,#abc > #cba,#cba > #cba",,
GLYCTO2,GLYCTO2,,TRUE,individual,1 xglyclt_c > 1 xglx_c,#ab > #ab,,
GLYCTO3,GLYCTO3,,TRUE,individual,1 xglyclt_c > 1 xglx_c,#ab > #ab,,
GLYCTO4,GLYCTO4,,TRUE,individual,1 xglyclt_c > 1 xglx_c,#ab > #ab,,
GLYK,GLYK,,TRUE,individual,1 xglyc_c > 1 xglyc3p_c,"#abc > #abc,#cba > #abc",,
GND,GND,,TRUE,individual,1 x6pgc_c > 1 xco2_c 1 xru5p_DASH_D_c,#abcdef > #a #bcdef,,
GTHOr,GTHOr,,TRUE,add glutathione synthesis,,,,
GTHOr,GTHOr_Full,,TRUE,add glutathione synthesis,1 xgthox_c > 1 xgthrd_c 1 xgthrd_c,"#abcdefghijklmnopqrst > #abcdefghij #klmnopqrst,#abcdefghijklmnopqrst > #klmnopqrst #abcdefghij",,
GTHOr_reverse,GTHOr_reverse,,TRUE,add glutathione synthesis,,,,
GTHOr_reverse,GTHOr_reverse_Full,,TRUE,add glutathione synthesis,1 xgthrd_c 1 xgthrd_c > 1 xgthox_c,"#abcdefghij #klmnopqrst > #abcdefghijklmnopqrst,#abcdefghij #klmnopqrst > #klmnopqrstabcdefghij",,
GTHSYN,GLUCYS,,TRUE,added GTHSYN,1 xglu_DASH_L_c 1 xcys_DASH_L_c > 1 xglucys_c ,#abcde #fgh > #abcdegfh,,
GTHSYN,GTHS,,TRUE,added GTHSYN,1 xglucys_c 1 xgly_c > 1 xgthrd_c,#abcdefgh #ij > #abcdefgjih,,
GTHSYN,GTHSYN,"[GLUCYS,GTHS]",TRUE,combo,1 xglu_DASH_L_c 1 xcys_DASH_L_c 1 xgly_c > ,#abcde #fgh #ij >,,
HCO3E,HCO3E,,TRUE,individual,1 xco2_c > 1 xhco3_c,#a > #a,,
HCO3E_r,HCO3E_reverse,,TRUE,individual,1 xhco3_c > 1 xco2_c,#a > #a,,
HEX1,HEX1,,TRUE,individual,1 xglc_DASH_D_c > 1 xg6p_c,#abcdef > #abcdef,,
HISSYN,prpp_to_his_DASH_L,"[ATPPRT,PRATPP,PRAMPC,PRMICI,IG3PS,IGPDH,HSTPT,HISTP,HISTD]",TRUE,combo,1 xatp_c 1 xgln_DASH_L_c 1 xprpp_c > 1 xaicar_c 1 xakg_c 1 xhis_DASH_L_c ,#123456789a #bcdef #ghijk > #12345789a #bcdef #kjihg6,,
HSDy,HSDy,,TRUE,individual,1 xhom_DASH_L_c > 1 xaspsa_c,#abcd > #abcd,,
HSDy_r,HSDy_reverse,,TRUE,individual,1 xaspsa_c > 1 xhom_DASH_L_c,#abcd > #abcd,,
ICDHyr,ICDHyr,,TRUE,individual,1 xicit_c > 1 xakg_c 1 xco2_c,#abcdef > #abcde #f,,
ICDHyr_r,ICDHyr_reverse,,TRUE,individual,1 xakg_c 1 xco2_c > 1 xicit_c,#abcde #f > #abcdef,,
ICL,ICL,,TRUE,individual,1 xicit_c > 1 xglx_c 1 xsucc_c,"#abcdef > #ab #fcde,#abcdef > #ab #edcf",,
ILETA,ILETA,,TRUE,individual,1 xakg_c 1 xile_DASH_L_c > 1 x3mop_c 1 xglu_DASH_L_c,#abcde #fghijk > #fghijk #abcde,,
ILETA_r,ILETA_reverse,,TRUE,individual,1 x3mop_c 1 xglu_DASH_L_c > 1 xakg_c 1 xile_DASH_L_c,#fghijk #abcde > #abcde #fghijk,,
IMPSYN1,ADSL2r,,TRUE,added IMPSYN1,1 x25aics_c > 1 xaicar_c 1 xfum_c,"#abcdefghijklm > #abcdefghi #jklm,#abcdefghijklm > #abcdefghi #mlkj",,
IMPSYN1,AICART,,TRUE,added IMPSYN1,1 xaicar_c 1 x10fthf_c > 1 xfprica_c,#abcdefghi #j > #abcdejfghi,,
IMPSYN1,AIRC2,,TRUE,added IMPSYN1,1 xair_c 1 xhco3 > 1 x5caiz_c,#abcdefgh #i > #abcdefgih,,
IMPSYN1,AIRC3_reverse,,TRUE,added IMPSYN1,1 x5caiz_c > 1 x5aizc_c,#abcdefghi > #abcdefghi,,
IMPSYN1,GARFT,,TRUE,added IMPSYN1,1 xgar_c 1 x10fthf_c > 1 xfgam_c,#abcdefg #h > #abcdefgh,,
IMPSYN1,GART,,TRUE,added IMPSYN1,1 xgar_c 1 xfor_c > 1 xfgam_c,#abcdefg #h > #abcdefgh,,
IMPSYN1,GLUPRT,,TRUE,added IMPSYN1,1 xprpp_c > 1 xpram_c,#abcde > #abcde,,
IMPSYN1,IMPC_reverse,,TRUE,added IMPSYN1,1 xfprica_c > 1 ximp_c,#abcdefghij > #abcdefghij,,
IMPSYN1,IMPSYN_1,"[GLUPRT,PRAGSr,PRFGS,PRAIS]",TRUE,combo,1 xprpp_c 1 xgly_c 1 xfgam_c > 1 xgar_c 1 xair_c,#abcde #fg #hijklmno > #abcdefg #hijklmno,,
IMPSYN1,IMPSYN_2,"[AIRC2,AIRC3_reverse,PRASCSi,ADSL2r]",TRUE,combo,1 xair_c 1 xhco3 1 xasp_DASH_L_c > 1 xaicar_c 1 xfum_c,"#abcdefgh #i #jklm > #abcdefghi #jklm,#abcdefgh #i #jklm > #abcdefghi #mlkj",,
IMPSYN1,IMPSYN_3,"[AICART,IMPC_reverse]",TRUE,combo,1 xaicar_c 1 x10fthf_c > 1 ximp_c,#abcdefghi #j > #abcdejfghi,,
IMPSYN1,PRAGSr,,TRUE,added IMPSYN1,1 xpram_c 1 xgly_c > 1 xgar_c,#abcde #fg > #abcdefg,,
IMPSYN1,PRAGSr_reverse,,TRUE,added IMPSYN1,1 xgar_c > 1 xpram_c 1 xgly_c,#abcdefg > #abcde #fg,,
IMPSYN1,PRAIS,,TRUE,added IMPSYN1,1 xfpram_c > 1 xair_c,#abcdefgh > #abcdefgh,,
IMPSYN1,PRASCSi,,TRUE,added IMPSYN1,1 x5aizc_c 1 xasp_DASH_L_c > 1 x25aics_c,#abcdefghi #jklm > #abcdefghijklm,,
IMPSYN1,PRFGS,,TRUE,added IMPSYN1,1 xfgam_c > 1 xfpram_c,#abcdefgh > #abcdefgh,,
IPMD,IPMD,,TRUE,individual,1 x3c2hmp_c > 1 x3c4mop_c,#abcdefg > #abcdefg,,
IPPMIa,IPPMIa,,TRUE,individual,1 x3c2hmp_c > 1 x2ippm_c,#abcdefg > #abcdefg,,
IPPMIa_r,IPPMIa_reverse,,TRUE,individual,1 x2ippm_c > 1 x3c2hmp_c,#abcdefg > #abcdefg,,
IPPMIb,IPPMIb,,TRUE,individual,1 x2ippm_c > 1 x3c3hmp_c,#abcdefg > #abcdefg,,
IPPMIb_r,IPPMIb_reverse,,TRUE,individual,1 x3c3hmp_c > 1 x2ippm_c,#abcdefg > #abcdefg,,
IPPS,IPPS_coa,,TRUE,individual,1 x3mob_c 1 xaccoa_c > 1 x3c3hmp_c 1 xcoa_c ,#abcde #ABCDEFGHIJKLMNOPQRSTUfg > #fgbcdae #ABCDEFGHIJKLMNOPQRSTU,,
IPPS,IPPS,,TRUE,individual,1 x3mob_c 1 xaccoa_c > 1 x3c3hmp_c,#abcde #fg > #fgbcdae,,
LDHD,LDH_D,,TRUE,individual,1 xlac_DASH_D_c > 1 xpyr_c,#abc > #abc,,
LDHD_r,LDH_D_reverse,,TRUE,individual,1 xpyr_c > 1 xlac_DASH_D_c,#abc > #abc,,
LDHD2,LDH_D2,,TRUE,individual,1 xlac_DASH_D_c > 1 xpyr_c,#abc > #abc,,
LEUTAi,LEUTAi,,TRUE,individual,1 x4mop_c 1 xglu_DASH_L_c > 1 xakg_c 1 xleu_DASH_L_c,#abcdef #ghijk > #ghijk #abcdef,,
LLACD2,L_DASH_LACD2,,TRUE,individual,1 xlac_DASH_L_c > 1 xpyr_c,#abc > #abc,,
LLACD3,L_DASH_LACD3,,TRUE,individual,1 xlac_DASH_L_c > 1 xpyr_c,#abc > #abc,,
LLACt2r,L_DASH_LACt2rpp,,TRUE,individual,1 xlac_DASH_L_p > 1 xlac_DASH_L_c,#abc > #abc,,
LLACt2r,L_DASH_LACtex,,TRUE,individual,1 xlac_DASH_L_e > 1 xlac_DASH_L_p,#abc > #abc,,
LLACt2r_r,L_DASH_LACt2rpp_reverse,,TRUE,individual,1 xlac_DASH_L_c > 1 xlac_DASH_L_p,#abc > #abc,,
LLACt2r_r,L_DASH_LACtex_reverse,,TRUE,individual,1 xlac_DASH_L_p > 1 xlac_DASH_L_e,#abc > #abc,,
MALS,MALS_coa,,TRUE,individual,1 xaccoa_c 1 xglx_c > 1 xcoa_c 1 xmal_DASH_L_c,#ABCDEFGHIJKLMNOPQRSTUab #cd > #ABCDEFGHIJKLMNOPQRSTU #cdba,,
MALS,MALS,,TRUE,individual,1 xaccoa_c 1 xglx_c > 1 xmal_DASH_L_c,#ab #cd > #cdba,,
MDH,MDH,,TRUE,individual,1 xmal_DASH_L_c > 1 xoaa_c,#abcd > #abcd,,
MDH_r,MDH_reverse,,TRUE,individual,1 xoaa_c > 1 xmal_DASH_L_c,#abcd > #abcd,,
MDH2,MDH2,,TRUE,individual,1 xmal_DASH_L_c > 1 xoaa_c,#abcd > #abcd,,
MDH3,MDH3,,TRUE,individual,1 xmal_DASH_L_c > 1 xoaa_c,#abcd > #abcd,,
ME1,ME1,,TRUE,individual,1 xmal_DASH_L_c > 1 xco2_c 1 xpyr_c,#abcd > #d #abc,,
ME2,ME2,,TRUE,individual,1 xmal_DASH_L_c > 1 xco2_c 1 xpyr_c,#abcd > #d #abc,,
MTHFC,MTHFC,,TRUE,individual,1 xmethf_c > 1 x10fthf_c,#a > #a,,
MTHFC_r,MTHFC_reverse,,TRUE,individual,1 x10fthf_c > 1 xmethf_c,#a > #a,,
MTHFD,MTHFD,,TRUE,individual,1 xmlthf_c > 1 xmethf_c,#a > #a,,
MTHFD_r,MTHFD_reverse,,TRUE,individual,1 xmethf_c > 1 xmlthf_c,#a > #a,,
MTHFR2,MTHFR2,,TRUE,individual,1 xmlthf_c > 1 x5mthf_c,#a > #a,,
NACODA,NACODA,,TRUE,individual,1 xacg5sa_c > 1 xac_c 1 xglu5sa_c,#abcdefg > #fg #abcde,,
NADSYN1,ASPO6,,TRUE,add NADSYN_aerobic,1 xasp_DASH_L_c > 1 xiasp_c,#abcd > #abcd,,
NADSYN1,NADK,,TRUE,add NADSYN_aerobic,1 xnad_c > 1 xnadp_c,#abcdefghijklmnopqrstu > #abcdefghijklmnopqrstu,,
NADSYN1,NADS1,,TRUE,add NADSYN_aerobic,1 xdnad_c > 1 xnad_c,#abcdefghijklmnopqrstu > #abcdefghijklmnopqrstu,,
NADSYN1,NADSYN_aerobic,"[ASPO6,QULNS,NNDPR,NNATr,NADS1,NADK]",TRUE,combo,1 xdhap_c 1 xprpp_c 1 xasp_DASH_L_c > 1 xco2_c ,#abc #defgh #ijkl > #i,,
NADSYN1,NADSYN_aerobic_Full,"[ASPO6,QULNS,NNDPR,NNATr,NADS1,NADK]",TRUE,combo,1 xdhap_c 1 xprpp_c 1 xasp_DASH_L_c 1 xatp_c > 1 xnad_c 1 xco2_c ,#abc #defgh #ijkl #123456789A > #defghjklabc123456789A #i,,
NADSYN1,NNATr,,TRUE,add NADSYN_aerobic,1 xnicrnt_c 1 xatp_c > 1 xdnad_c,#abcdefghijk #lmnopqrstuv > #abcdefghijklmnopqrstu,,
NADSYN1,NNDPR,,TRUE,add NADSYN_aerobic,1 xquln_c 1 xprpp_c > 1 xnicrnt_c 1 xco2_c,#abcdefg #ABCDE > #ABCDEbcdefg #a,,
NADSYN1,QULNS,,TRUE,add NADSYN_aerobic,1 xiasp_c 1 xdhap_c > 1 xquln_c,#abcd #efg > #abcdefg,,
NADSYN2,ASPO5,,TRUE,add NADSYN_anaerobic,1 xasp_DASH_L_c 1 xfum_c > 1 xiasp_c 1 xsucc_c,"#abcd #efgh > #abcd #efgh,#abcd #efgh > #abcd #hgfe",,
NADSYN2,NADK,,TRUE,add NADSYN_anaerobic,1 xnad_c > 1 xnadp_c,#abcdefghijklmnopqrstu > #abcdefghijklmnopqrstu,,
NADSYN2,NADS1,,TRUE,add NADSYN_anaerobic,1 xdnad_c > 1 xnad_c,#abcdefghijklmnopqrstu > #abcdefghijklmnopqrstu,,
NADSYN2,NADSYN_anaerobic,"[ASPO5,QULNS,NNDPR,NNATr,NADS1,NADK]",TRUE,combo,  ,,,
NADSYN2,NNATr,,TRUE,add NADSYN_anaerobic,1 xnicrnt_c 1 xatp_c > 1 xdnad_c,#abcdefghijk #lmnopqrstuv > #abcdefghijklmnopqrstu,,
NADSYN2,NNDPR,,TRUE,add NADSYN_anaerobic,1 xquln_c 1 xprpp_c > 1 xnicrnt_c 1 xco2_c,#abcdefg #ABCDE > #ABCDEbcdefg #a,,
NADSYN2,QULNS,,TRUE,add NADSYN_anaerobic,1 xiasp_c 1 xdhap_c > 1 xquln_c,#abcd #efg > #abcdefg,,
NDPK1,NDPK1,,TRUE,modified,1 xatp_c 1 xgdp_c > 1 xadp_c 1 xgtp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
NDPK1,NDPK1_Full,,TRUE,modified,1 xatp_c 1 xgdp_c > 1 xadp_c 1 xgtp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
NDPK2,NDPK2,,TRUE,modified,,,,
NDPK2,NDPK2_Full,,TRUE,modified,1 xatp_c 1 xudp_c > 1 xadp_c 1 xutp_c,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs,,
NDPK3,NDPK3,,TRUE,modified,,,,
NDPK3,NDPK3_Full,,TRUE,modified,1 xatp_c 1 xcdp_c > 1 xadp_c 1 xctp_c,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs,,
None,5DGLCNR,,FALSE,not included; growth on L-idonate,1 x5dglcn_c > 1 xglcn_c,#abcdef > #abcdef,,
None,5DGLCNR_reverse,,FALSE,not included; growth on L-idonate,1 xglcn_c > 1 x5dglcn_c,#abcdef > #abcdef,,
None,A5PISO,,TRUE,individual,1 xru5p_DASH_D_c > 1 xara5p_c,#abcde > #abcde,,
None,A5PISO,,TRUE,individual,1 xru5p_DASH_D_c > 1 xara5p_c,#abcde > #abcde,,
None,A5PISO_reverse,,TRUE,individual,1 xara5p_c > 1 xru5p_DASH_D_c,#abcde > #abcde,,
None,A5PISO_reverse,,TRUE,individual,1 xara5p_c > 1 xru5p_DASH_D_c,#abcde > #abcde,,
None,ACCOAC_coa,,TRUE,individual,1 xhco3_c 1 xaccoa_c > 1 xmalcoa_c,#a #ABCDEFGHIJKLMNOPQRSTUbc > #ABCDEFGHIJKLMNOPQRSTUbca,,
None,ACCOAC,,TRUE,individual,1 xhco3_c 1 xaccoa_c > 1 xmalcoa_c,#a #bc > #bca,,
None,ACCOAL,,TRUE,individual; growth on proprionate,1 xppa_c > 1 xppcoa_c,#abc > #abc,,
None,ACGAMK,,,individual,,,,
None,ACM6PH,,FALSE,not included; growth on acmum6p,,,,
None,ADK1_reverse,,,individual,,,,
None,ADK1_reverse_Full,,,individual,1 xadp_c 1 xadp_c > 1 xamp_c 1 xatp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
None,ADK3_reverse,,,individual,,,,
None,ADK3_reverse_Full,,,individual,1 xgdp_c 1 xadp_c > 1 xgtp_c 1 xamp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
None,ADK4_reverse,,,individual,,,,
None,ADK4_reverse_Full,,,individual,1 xidp_c 1 xadp_c > 1 xamp_c 1 xitp_c,#abcdefghij #klmnopqrst > #klmnopqrst #abcdefghij,,
None,ADNCYC,adenylate cyclase,,individual,,,,
None,ADNCYC_Full,adenylate cyclase,,individual,1 xatp_c > 1 xcamp_c,#abcdefghij > #abcdefghij,,
None,ADNK1,adenosine kinase,,individual,,,,
None,ADNK1_Full,adenosine kinase,,individual,1 xadn_c 1 xatp_c > 1 xadp_c 1 xamp_c ,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst,,
None,ADNUC,,FALSE,not included; growth on acmum6p,,,,
None,ADPRDP,,TRUE,add NADSALVAGE,,,,
None,ADPRDP_Full,,TRUE,add NADSALVAGE,1 xadprib_c > 1 xr5p_c 1 xamp_c,#abcdefghijklmno > #abcde #fghijklmno,,
None,ADPT,,TRUE,individual,1 xprpp_c >,#abcde >,,
None,ADPT_Full,,TRUE,individual,1 xade_c 1 xprpp_c > 1 xamp_c,#abcde #fghij > #abcdefghij,,
None,AGDC,,FALSE,not included; growth on acmum6p,,,,
None,AHCYSNS,,TRUE,individual,1 xahcys_c >,#123456789Aabcd >,,
None,ALAALAr,,,individual,1 xala_DASH_D_c 1 xala_DASH_D_c >,#abc #def >,,
None,ALCD19,,TRUE,individual,1 xglyald_c > 1 xglyc_c,#abc > #abc,,
None,ALCD19_reverse,,TRUE,individual,1 xglyc_c > 1 xglyald_c,#abc > #abc,,
None,ALDD19xr,,FALSE,not included; growth on 2-phenylethylamine,,,,
None,ALDD19xr_reverse,,FALSE,not included; growth on 2-phenylethylamine,,,,
None,ALDD2y,,TRUE,individual,1 xacald_c > 1 xac_c,#ab > #ab,,
None,ALLPI,,FALSE,not included; growth on allose,1 xall6p_c > 1 xallul6p_c,#abcdef > #abcdef,,
None,ALLPI_reverse,,FALSE,not included; growth on allose,1 xallul6p_c > 1 xall6p_c,#abcdef > #abcdef,,
None,ALLULPE,,FALSE,not included; growth on allose,1 xallul6p_c > 1 xf6p_c,#abcdef > #abcdef,,
None,ALLULPE_reverse,,FALSE,not included; growth on allose,1 xf6p_c > 1 xallul6p_c,#abcdef > #abcdef,,
None,AMANAPEr,,FALSE,not included; growth on acmum6p,,,,
None,AMANAPEr_reverse,,FALSE,not included; growth on acmum6p,,,,
None,AMPN,AMP nucleosidase,,individual,,,,
None,AMPN_Full,AMP nucleosidase,,individual,1 xamp_c > 1 xade_c 1 xr5p_c ,#abcdefghij > #abcde #fghij,,
None,ARAI,,FALSE,not included; growth on L-arabinose,,,,
None,ARAI_reverse,,FALSE,not included; growth on L-arabinose,1 xrbl_DASH_L_c > 1 xarab_DASH_L_c,#abcdef > #abcdef,,
None,ASPT,L-aspartase,,individual,1 xasp_DASH_L_c > 1 xfum_c,"#abcd > #abcd,#abcd > #dcba",,
None,AST,Arginine succinyltransferase,,individual,,,,
None,ASTPathway,"['AST','SADH','SGDS','SGSAD','SOTA']",,individual,1 xarg_DASH_L_c 1 xakg_c 1 xsuccoa_c > 1 xsucc_c 1 xglu_DASH_L_c 1 xglu_DASH_L_c 1 xco2_c,"#abcdef #ghijk #mnop > #mnop #ghijk #abcde #f,#abcdef #ghijk #mnop > #ponm #ghijk #abcde #f",,
None,ASTPathway_Full,"['AST','SADH','SGDS','SGSAD','SOTA']",,individual,1 xarg_DASH_L_c 1 xakg_c 1 xsuccoa_c > 1 xcoa_c 1 xsucc_c 1 xglu_DASH_L_c 1 xglu_DASH_L_c 1 xco2_c,"#abcdef #ghijk #ABCDEFGHIJKLMNOPQRSTUmnop > #ABCDEFGHIJKLMNOPQRSTU #mnop #abcde #ghijk #f,#abcdef #ghijk #ABCDEFGHIJKLMNOPQRSTUmnop > #ABCDEFGHIJKLMNOPQRSTU #ponm #abcde #ghijk #abcde #f,#abcdef #ghijk #ABCDEFGHIJKLMNOPQRSTUmnop > #ABCDEFGHIJKLMNOPQRSTU #mnop #ghijk #abcde #f,#abcdef #ghijk #ABCDEFGHIJKLMNOPQRSTUmnop > #ABCDEFGHIJKLMNOPQRSTU #ponm #ghijk #abcde #f",,
None,ATPS4rpp_reverse,,,individual,1 xatp_c > 1 xadp_c,#abcdefghij > #abcdefghij,,
None,CBMKr,Carbamate kinase,,individual,1 xco2_c > 1 xcbp_c ,#a > #a,,
None,CELLENV_1,"['UAMAGS','UAPGR','UAGPT3','PAPPT3','GLUR','reverse','UAGCVT','UAMAS','UDCPDP','UGMDDS','UAAGDS']",TRUE,combo,1 xala_DASH_L_c 1 xpep_c 1 xglu_DASH_L_c 1 x26dap_DASH_M_c > ,#abc #def #ghijk #lmnopqr >,,
None,CELLENV_10,"['3HAD140','EAR140x']",TRUE,combo,,,,
None,CELLENV_11,"['3OAR100','3HAD100','3OAS100']",TRUE,combo,,,,
None,CELLENV_2,"['3HAD181','3OAR181','3OAS181','EAR181x']",TRUE,combo,,,,
None,CELLENV_3,"['3HAD160','3OAR160','EAR160x','3OAS160']",TRUE,combo,,,,
None,CELLENV_4,"['EAR120x','3OAR120','3HAD120','3OAS120','EAR100x']",TRUE,combo,,,,
None,CELLENV_5,"['G1PACT','UAGDP','PGAMT','reverse','GF6PTA']",TRUE,combo,1 xf6p_c 1 xgln_DASH_L_c > 1 xglu_DASH_L_c,#abcdef #ghijk > #ghijk,,
None,CELLENV_6,"['3OAR40','EAR40x','3OAS60','3OAR60','3HAD80','3OAS80','3OAR80','EAR60x','3HAD60','EAR80x','3HAD40']",TRUE,combo,,,,
None,CELLENV_7,"['3HAD161','EAR161x','3OAS161','3OAR161','3OAS141','3HAD141','3OAR121','EAR121x','3HAD121','EAR141x','T2DECAI','3OAR141','3OAS121']",TRUE,combo,,,,
None,CELLENV_8,"['TDPGDH','TDPDRR','TDPDRE','G1PTT']",TRUE,combo,1 xg1p_c >,#abcdef >,,
None,CELLENV_9,"['3OAS140','3OAR140']",TRUE,combo,,,,
None,CHRPL,,TRUE,individual,1 xchor_c > 1 xpyr_c ,#abcdefghij > #ihj,,
None,CHRPL_Full,,TRUE,individual,1 xchor_c > 1 x4hbz_c 1 xpyr_c ,#abcdefghij > #abcdefg #ihj,,
None,CITL,Citrate lyase,,individual,1 xcit_c > 1 xac_c 1 xoaa_c ,"#abcdef > #ab #fcde,#abcdef > #ed #fdba",,
None,CLPNS160pp,,TRUE,individual,1 xpg160_p > 1 xglyc_p,"#abc > #abc,#abc > #cba",,
None,CLPNS161pp,,TRUE,individual,1 xpg161_p > 1 xglyc_p,"#abc > #abc,#abc > #cba",,
None,CLPNS181pp,,TRUE,individual,1 xpg181_p > 1 xglyc_p,"#abc > #abc,#abc > #cba",,
None,CMPN,CMP nucleosidase,,individual,,,,
None,CMPN_Full,CMP nucleosidase,,individual,1 xcmp_c > 1 xcsn_c 1 xr5p_c ,#abcdefghi > #fghi #abcde,,
None,COFACTOR_1,"['GLUTRR','G1SAT','GLUTRS']",TRUE,combo,1 xglu_DASH_L_c >,#abcde >,,
None,COFACTOR_10,"['SERASr','DHBD','UPP3S','HMBS','ICHORT','DHBS']",TRUE,combo,1 xichor_c 1 xser_DASH_L_c > 1 xpyr_c,#abcdefghij #klm > #ihj,,
