id,experiment_id,sample_name,sample_name_abbreviation,sample_type,time_point,dilution,replicate_number,met_id,fragment_formula,fragment_mass,intensity,intensity_units,intensity_corrected,intensity_corrected_units,intensity_normalized,intensity_normalized_units,intensity_theoretical,abs_devFromTheoretical,scan_type,used_,comment_,,
151646,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C6H11O6-,181,88164.15148,cps,87723.34318,cps,0.031983235,normMax,0.014320878,0.017662357,MRM,t,,,
151656,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C6H11O6-,181,68547.17221,cps,68106.36392,cps,0.031303472,normMax,0.014320878,0.016982595,MRM,t,,,
151666,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C6H11O6-,181,90612,cps,90171.1917,cps,0.034887046,normMax,0.014320878,0.020566168,MRM,t,,,
151676,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C6H11O6-,181,66077.75166,cps,65636.94336,cps,0.030045224,normMax,0.014320878,0.015724346,MRM,t,,,
151686,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C6H11O6-,181,71644.11175,cps,71203.30346,cps,0.034334924,normMax,0.014320878,0.020014046,MRM,t,,,
151637,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C6H11O6-,182,31127.82302,cps,31066.20733,cps,0.01256744,normMax,0.000871145,0.011696295,MRM,t,,0.012711888,8.462781119
151647,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C6H11O6-,182,31205.14753,cps,31143.53184,cps,0.011354685,normMax,0.000871145,0.01048354,MRM,t,,,
151657,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C6H11O6-,182,25998.65514,cps,25937.03944,cps,0.011921344,normMax,0.000871145,0.011050199,MRM,t,,,
151667,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C6H11O6-,182,32429.87234,cps,32368.25665,cps,0.012523211,normMax,0.000871145,0.011652066,MRM,t,,,
151677,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C6H11O6-,182,29876.23373,cps,29814.61804,cps,0.013647602,normMax,0.000871145,0.012776457,MRM,t,,,
151687,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C6H11O6-,182,29627.69003,cps,29566.07433,cps,0.014257048,normMax,0.000871145,0.013385903,MRM,t,,,
151638,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C6H11O6-,183,5772.555268,cps,5413.419996,cps,0.00218993,normMax,8.79E-05,0.002102052,MRM,t,,0.002222349,12.46473785
151648,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C6H11O6-,183,6597.031106,cps,6237.895834,cps,0.002274287,normMax,8.79E-05,0.002186409,MRM,t,,,
151658,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C6H11O6-,183,4373.795017,cps,4014.659745,cps,0.001845243,normMax,8.79E-05,0.001757364,MRM,t,,,
151668,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C6H11O6-,183,5479.237117,cps,5120.101845,cps,0.001980957,normMax,8.79E-05,0.001893078,MRM,t,,,
151678,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C6H11O6-,183,5856.510638,cps,5497.375366,cps,0.002516416,normMax,8.79E-05,0.002428537,MRM,t,,,
151688,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C6H11O6-,183,5600.127744,cps,5240.992472,cps,0.002527257,normMax,8.79E-05,0.002439379,MRM,t,,,
151639,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C6H11O6-,184,50453.01881,cps,49791.42788,cps,0.02014249,normMax,4.67E-06,0.020137818,MRM,t,,0.018674403,6.855656155
151649,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C6H11O6-,184,54614.10098,cps,53952.51005,cps,0.019670657,normMax,4.67E-06,0.019665985,MRM,t,,,
151659,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C6H11O6-,184,37070.37817,cps,36408.78724,cps,0.016734434,normMax,4.67E-06,0.016729762,MRM,t,,,
151669,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C6H11O6-,184,50298.21296,cps,49636.62203,cps,0.019204305,normMax,4.67E-06,0.019199633,MRM,t,,,
151679,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C6H11O6-,184,41339.46197,cps,40677.87104,cps,0.018620241,normMax,4.67E-06,0.018615569,MRM,t,,,
151689,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C6H11O6-,184,37314.29638,cps,36652.70545,cps,0.01767429,normMax,4.67E-06,0.017669618,MRM,t,,,
151640,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C6H11O6-,185,835886.4423,cps,835318.6629,cps,0.337917564,normMax,3.00E-07,0.337917265,MRM,t,,0.290753732,11.62497318
151650,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C6H11O6-,185,721443.0125,cps,720875.2331,cps,0.262825388,normMax,3.00E-07,0.262825089,MRM,t,,,
151660,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C6H11O6-,185,598745.724,cps,598177.9446,cps,0.274938281,normMax,3.00E-07,0.274937981,MRM,t,,,
151670,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C6H11O6-,185,757418.3639,cps,756850.5845,cps,0.292823909,normMax,3.00E-07,0.29282361,MRM,t,,,
151680,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C6H11O6-,185,706031.3776,cps,705463.5982,cps,0.322925024,normMax,3.00E-07,0.322924725,MRM,t,,,
151690,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C6H11O6-,185,525427.0337,cps,524859.2543,cps,0.253092227,normMax,3.00E-07,0.253091927,MRM,t,,,
151641,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C2H3O2-,59,2108252.504,cps,2089225.868,cps,1,normMax,1,0,MRM,t,,1,0
151651,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C2H3O2-,59,2388886.219,cps,2369859.584,cps,1,normMax,1,0,MRM,t,,,
151661,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C2H3O2-,59,1843030.415,cps,1809152.436,cps,1,normMax,1,0,MRM,t,,,
151671,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C2H3O2-,59,2251040.154,cps,2232013.519,cps,1,normMax,1,0,MRM,t,,,
151681,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C2H3O2-,59,1902184.768,cps,1883158.133,cps,1,normMax,1,0,MRM,t,,,
151691,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C2H3O2-,59,1772858.996,cps,1741394.766,cps,1,normMax,1,0,MRM,t,,,
151642,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C2H3O2-,60,532255.2439,cps,530450.8326,cps,0.253898269,normMax,0.022738348,0.231159922,MRM,t,,0.237315414,7.254979933
151652,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C2H3O2-,60,517326.7273,cps,515522.3159,cps,0.217532853,normMax,0.022738348,0.194794505,MRM,t,,,
151662,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C2H3O2-,60,463592.23,cps,461787.8187,cps,0.255250917,normMax,0.022738348,0.23251257,MRM,t,,,
151672,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C2H3O2-,60,509049.8072,cps,507245.3958,cps,0.227259106,normMax,0.022738348,0.204520758,MRM,t,,,
151682,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C2H3O2-,60,418273.079,cps,416468.6676,cps,0.221154379,normMax,0.022738348,0.198416032,MRM,t,,,
151692,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C2H3O2-,60,435058.1371,cps,433253.7258,cps,0.248796961,normMax,0.022738348,0.226058614,MRM,t,,,
151643,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-1000.0x,OxicWtGlc,Unknown,0,1000,1,Hexose_Pool_fru_glc-D,C2H3O2-,61,888606.6467,cps,887537.4307,cps,0.424816409,normMax,0.004251359,0.42056505,MRM,t,,0.365230131,10.91420654
151653,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-1000.0x,OxicWtGlc,Unknown,0,1000,2,Hexose_Pool_fru_glc-D,C2H3O2-,61,776593.1081,cps,775523.8922,cps,0.327244659,normMax,0.004251359,0.322993301,MRM,t,,,
151663,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-1000.0x,OxicWtGlc,Unknown,0,1000,3,Hexose_Pool_fru_glc-D,C2H3O2-,61,638454.5779,cps,637385.3619,cps,0.352311585,normMax,0.004251359,0.348060226,MRM,t,,,
151673,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-1000.0x,OxicWtGlc,Unknown,0,1000,4,Hexose_Pool_fru_glc-D,C2H3O2-,61,808858.2116,cps,807788.9956,cps,0.36191044,normMax,0.004251359,0.357659082,MRM,t,,,
151683,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-1000.0x,OxicWtGlc,Unknown,0,1000,5,Hexose_Pool_fru_glc-D,C2H3O2-,61,753751.7906,cps,752682.5746,cps,0.399691646,normMax,0.004251359,0.395440288,MRM,t,,,
151693,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-1000.0x,OxicWtGlc,Unknown,0,1000,6,Hexose_Pool_fru_glc-D,C2H3O2-,61,567729.6001,cps,566660.3841,cps,0.325406045,normMax,0.004251359,0.321154687,MRM,t,,,
