Index,Sample Index,Original Filename,Sample Name,Sample ID,Sample Comment,Sample Type,Acquisition Date & Time,Rack Number,Plate Number,Vial Number,Dilution Factor,Injection Volume,Operator Name,Acq. Method Name,IS,Component Name,Component Index,Component Comment,IS Comment,Mass Info,IS Mass Info,IS Name,Component Group Name,Conc. Units,Failed Query,IS Failed Query,Outlier Reasons,Peak Comment,IS Peak Comment,Actual Concentration,IS Actual Concentration,Concentration Ratio,Expected RT,IS Expected RT,Integration Type,IS Integration Type,Area,IS Area,Corrected Area,IS Corrected Area,Area Ratio,Height,IS Height,Corrected Height,IS Corrected Height,Height Ratio,Area / Height,IS Area / Height,Corrected Area/Height,IS Corrected Area/Height,Region Height,IS Region Height,Quality,IS Quality,Retention Time,IS Retention Time,Start Time,IS Start Time,End Time,IS End Time,Total Width,IS Total Width,Width at 50%,IS Width at 50%,Signal / Noise,IS Signal / Noise,Baseline Delta / Height,IS Baseline Delta / Height,Modified,Relative RT,Used,Calculated Concentration,Accuracy,Start Time at 5%,End Time at 5%,Width at 5%,Start Time at 10%,End Time at 10%,Width at 10%,Slope of Baseline,Tailing Factor,Asymmetry Factor,Ion Ratio,Expected Ion Ratio,Points Across Baseline,Points Across Half Height,Comment,Use_Calculated_Concentration
1246,4,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 27),140820_0_QC_Broth-4,,,Quality Control,9/6/2014 11:38,3,1,47,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_1.Light,256,,,563.0 / 321.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,Accuracy,,,0,1,0,13.2,13.2,Valley,Baseline,48031.1785,11564.293,48031.1785,11564.293,4.153403801,7239,1905,7239,1905,3.8,6.635057121,6.070495013,6.635057121,6.070495013,7049,1905,0.693658653,0.748910484,12.76487621,12.76873155,12.64585,12.66776667,12.94333333,12.87391667,0.297483333,0.20615,0.105249963,0.099026352,71.66487618,28.49399228,0,0,FALSE,0.999698064,TRUE,0.006121465,N/A,12.66087053,12.94333333,0.2824628,12.67110081,12.88873019,0.217629379,0,1.694855434,1.977178949,1,N/A,27,11,,TRUE
1247,4,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 27),140820_0_QC_Broth-4,,,Quality Control,9/6/2014 11:38,3,1,47,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_2.Light,257,,,563.0 / 79.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,Accuracy,,,0,1,0,13.2,13.2,Baseline,Baseline,3835.3775,11564.293,3835.3775,11564.293,0.331656894,1833.890533,1905,1833.890533,1905,0.962672196,2.091388462,6.070495013,2.091388462,6.070495013,1143,1905,0,0.748910484,12.77664592,12.76873155,12.7442,12.66776667,12.80053333,12.87391667,0.056333333,0.20615,0.042254508,0.099026352,2.694831849,28.49399228,0.155407313,0,FALSE,1.000619825,FALSE,<2 points,N/A,12.74619491,12.80053333,0.054338421,12.74690445,12.80007282,0.053168366,5059.171598,0.881018205,0.764697708,0.253334788,N/A,6,6,,TRUE
1400,5,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 3),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-1-10.0x,,,Unknown,9/5/2014 22:04,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,TRUE,dtdpglu.dtdpglu_1.Heavy,80,,N/A,579.0 / 331.0,N/A,N/A,dtdpglu,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,13.2,N/A,Baseline,N/A,358.494,N/A,358.494,N/A,N/A,286,N/A,286,N/A,N/A,1.253475524,N/A,1.253475524,N/A,286,N/A,0.313834283,N/A,12.8317,N/A,12.81073333,N/A,12.86291667,N/A,0.052183333,N/A,0.015697557,N/A,10.17385923,N/A,0,N/A,FALSE,N/A,TRUE,N/A,N/A,12.81231135,12.86137377,0.049062421,12.81388937,12.85983088,0.045941509,0,1.265235673,1.57944299,1,N/A,6,3,,TRUE
1576,5,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 3),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-1-10.0x,,,Unknown,9/5/2014 22:04,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_1.Light,256,,,563.0 / 321.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,Baseline,Baseline,410.0145,358.494,410.0145,358.494,1.143713702,286,286,286,286,1,1.433617133,1.253475524,1.433617133,1.253475524,476,286,0.135463236,0.313834283,12.878275,12.8317,12.86291667,12.81073333,12.91413333,12.86291667,0.051216667,0.052183333,0.020491667,0.015697557,5.957710882,10.17385923,0,0,FALSE,1.003629683,FALSE,0.002383204,N/A,12.86342833,12.91259044,0.049162105,12.86394,12.91104754,0.047107544,0,2.528481327,4.114825609,1,N/A,6,4,,TRUE
1577,5,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 3),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-1-10.0x,,,Unknown,9/5/2014 22:04,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_2.Light,257,,,563.0 / 79.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,N/A,Baseline,N/A,358.494,N/A,358.494,N/A,N/A,286,N/A,286,N/A,N/A,1.253475524,N/A,1.253475524,0,286,N/A,0.313834283,N/A,12.8317,N/A,12.81073333,N/A,12.86291667,N/A,0.052183333,N/A,0.015697557,N/A,10.17385923,N/A,0,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,TRUE
1730,6,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 4),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-1-10.0x,,,Unknown,9/5/2014 22:38,3,1,5,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,TRUE,dtdpglu.dtdpglu_1.Heavy,80,,N/A,579.0 / 331.0,N/A,N/A,dtdpglu,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,13.2,N/A,Baseline,N/A,1675.8895,N/A,1675.8895,N/A,N/A,476,N/A,476,N/A,N/A,3.520776261,N/A,3.520776261,N/A,476,N/A,0.587389191,N/A,12.88323009,N/A,12.80511667,N/A,12.92485,N/A,0.119733333,N/A,0.105173951,N/A,12.03555493,N/A,0,N/A,FALSE,N/A,TRUE,N/A,N/A,12.80603344,12.92431083,0.118277395,12.80695021,12.92377167,0.116821457,0,0.54741211,0.090602325,1,N/A,12,12,,TRUE
1906,6,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 4),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-1-10.0x,,,Unknown,9/5/2014 22:38,3,1,5,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_1.Light,256,,,563.0 / 321.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,Baseline,Baseline,926.1475,1675.8895,926.1475,1675.8895,0.552630409,667,476,667,476,1.401260504,1.388526987,3.520776261,1.388526987,3.520776261,667,476,0.241151934,0.587389191,12.88175,12.88323009,12.83816667,12.80511667,12.91406667,12.92485,0.0759,0.119733333,0.013826426,0.105173951,12.70534165,12.03555493,0,0,FALSE,0.999885115,FALSE,0.002918924,N/A,12.84010038,12.91281118,0.072710801,12.8420341,12.9115557,0.069521603,0,0.872886765,0.750472649,1,N/A,8,3,,TRUE
1907,6,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 4),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-1-10.0x,,,Unknown,9/5/2014 22:38,3,1,5,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_2.Light,257,,,563.0 / 79.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,N/A,Baseline,N/A,1675.8895,N/A,1675.8895,N/A,N/A,476,N/A,476,N/A,N/A,3.520776261,N/A,3.520776261,0,476,N/A,0.587389191,N/A,12.88323009,N/A,12.80511667,N/A,12.92485,N/A,0.119733333,N/A,0.105173951,N/A,12.03555493,N/A,0,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,TRUE
2060,7,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 5),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-2-10.0x,,,Unknown,9/5/2014 23:12,3,1,6,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,TRUE,dtdpglu.dtdpglu_1.Heavy,80,,N/A,579.0 / 331.0,N/A,N/A,dtdpglu,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,13.2,N/A,Baseline,N/A,1427.381,N/A,1427.381,N/A,N/A,571,N/A,571,N/A,N/A,2.499791594,N/A,2.499791594,N/A,571,N/A,0.648071628,N/A,12.86794479,N/A,12.81141667,N/A,12.92011667,N/A,0.1087,N/A,0.066107686,N/A,15.84320865,N/A,0,N/A,FALSE,N/A,TRUE,N/A,N/A,12.81307207,12.916881,0.103808934,12.81472746,12.91364533,0.098917868,0,1.653292785,2.326177657,1,N/A,11,8,,TRUE
2236,7,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 5),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-2-10.0x,,,Unknown,9/5/2014 23:12,3,1,6,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_1.Light,256,,,563.0 / 321.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,Baseline,Baseline,953.736,1427.381,953.736,1427.381,0.668171988,286,571,286,571,0.500875657,3.334741259,2.499791594,3.334741259,2.499791594,381,571,0.244390906,0.648071628,13.34205506,12.86794479,13.30316667,12.81141667,13.40725,12.92011667,0.104083333,0.1087,0.067882719,0.066107686,5.269974064,15.84320865,0,0,FALSE,1.036844288,FALSE,0.001716826,N/A,13.30396069,13.4057046,0.101743904,13.30475472,13.40415919,0.099404474,0,2.505270249,4.094543964,1,N/A,11,9,,TRUE
2237,7,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 5),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-2-10.0x,,,Unknown,9/5/2014 23:12,3,1,6,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_2.Light,257,,,563.0 / 79.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,N/A,Baseline,N/A,1427.381,N/A,1427.381,N/A,N/A,571,N/A,571,N/A,N/A,2.499791594,N/A,2.499791594,0,571,N/A,0.648071628,N/A,12.86794479,N/A,12.81141667,N/A,12.92011667,N/A,0.1087,N/A,0.066107686,N/A,15.84320865,N/A,0,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,TRUE
2390,8,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 6),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-3-10.0x,,,Unknown,9/5/2014 23:46,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,TRUE,dtdpglu.dtdpglu_1.Heavy,80,,N/A,579.0 / 331.0,N/A,N/A,dtdpglu,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,13.2,N/A,Baseline,N/A,419.1995,N/A,419.1995,N/A,N/A,381,N/A,381,N/A,N/A,1.100261155,N/A,1.100261155,N/A,381,N/A,0.364205712,N/A,12.88198333,N/A,12.861,N/A,12.90295,N/A,0.04195,N/A,0.017455293,N/A,10.48454801,N/A,0,N/A,FALSE,N/A,TRUE,N/A,N/A,12.86205109,12.90084782,0.038796724,12.86310218,12.89874563,0.035643447,0,0.973215286,0.887779559,1,N/A,5,3,,TRUE
2566,8,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 6),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-3-10.0x,,,Unknown,9/5/2014 23:46,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_1.Light,256,,,563.0 / 321.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,Baseline,Baseline,777.2665,419.1995,777.2665,419.1995,1.854168481,286,381,286,381,0.750656168,2.717715035,1.100261155,2.717715035,1.100261155,286,381,0.2297046,0.364205712,12.89511509,12.88198333,12.861,12.861,12.94445,12.90295,0.08345,0.04195,0.065552923,0.017455293,6.14610989,10.48454801,0,0,FALSE,1.001019389,FALSE,0.002050306,N/A,12.86152417,12.94294223,0.081418061,12.86204833,12.94143446,0.079386123,0,4.087594079,7.414003477,1,N/A,9,8,,TRUE
2567,8,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 6),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-3-10.0x,,,Unknown,9/5/2014 23:46,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,dtdpglu.dtdpglu_2.Light,257,,,563.0 / 79.0,579.0 / 331.0,dtdpglu.dtdpglu_1.Heavy,dtdpglu,uM,FALSE,FALSE,,,,N/A,1,N/A,13.2,13.2,N/A,Baseline,N/A,419.1995,N/A,419.1995,N/A,N/A,381,N/A,381,N/A,N/A,1.100261155,N/A,1.100261155,0,381,N/A,0.364205712,N/A,12.88198333,N/A,12.861,N/A,12.90295,N/A,0.04195,N/A,0.017455293,N/A,10.48454801,N/A,0,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,TRUE
2720,9,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 7),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-3-10.0x,,,Unknown,9/6/2014 0:20,3,1,5,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,TRUE,dtdpglu.dtdpglu_1.Heavy,80,,N/A,579.0 / 331.0,N/A,N/A,dtdpglu,uM,FALSE,FALSE,,,N/A,1,N/A,N/A,13.2,N/A,Baseline,N/A,1243.5535,N/A,1243.5535,N/A,N/A,571,N/A,571,N/A,N/A,2.177852014,N/A,2.177852014,N/A,571,N/A,0.584062793,N/A,12.87603908,N/A,12.8277,N/A,12.90408333,N/A,0.076383333,N/A,0.038025347,N/A,21.35061362,N/A,0,N/A,FALSE,N/A,TRUE,N/A,N/A,12.82935289,12.90084767,0.071494772,12.83100579,12.897612,0.066606211,0,0.842824968,0.634072059,1,N/A,8,6,,TRUE
