"id","experiment_id","sample_name","sample_name_abbreviation","sample_type","time_point","dilution","replicate_number","met_id","fragment_formula","fragment_mass","intensity","intensity_units","intensity_corrected","intensity_corrected_units","intensity_normalized","intensity_normalized_units","intensity_theoretical","abs_devFromTheoretical","scan_type","used_","comment_"
145249,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5-10.0x","OxicWtGlc","Unknown","0",10,5,"thr-L","C2H4NO2-",74,17473.77572,"cps",14973.59573,"cps",1,"normMax",1,0,"MRM",t,""
145257,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6-10.0x","OxicWtGlc","Unknown","0",10,6,"thr-L","C2H4NO2-",74,13748.23501,"cps",11248.05502,"cps",0.85255296,"normMax",1,0.147447040017401,"MRM",t,""
145218,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1-10.0x","OxicWtGlc","Unknown","0",10,1,"thr-L","C2H4NO2-",75,12928.14869,"cps",7868.367484,"cps",0.638508581,"normMax",0.0265469532103104,0.611961627543751,"MRM",t,""
145536,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H5O4-",120,10420.69723,"cps",10420.69723,"cps",0.399412920612145,"normMax",0.000376356869500719,0.399036563742644,"MRM",t,""
145537,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H5O4-",121,3268.775126,"cps",3268.775126,"cps",0.125288259612931,"normMax",3.17532857629576e-005,0.125256506327168,"MRM",t,""
145538,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H5O4-",117,16434.26603,"cps",16434.26603,"cps",0.629905854500991,"normMax",1,0.370094145499009,"MRM",t,""
145539,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H5O4-",118,26090.03538,"cps",26090.03538,"cps",1,"normMax",0.0453616819008457,0.954638318099154,"MRM",t,""
145540,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H5O4-",119,23200.2695,"cps",23200.2695,"cps",0.889238713634891,"normMax",0.00901453239475367,0.880224181240137,"MRM",t,""
145541,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H3O3-",99,16434.26603,"cps",16434.26603,"cps",0.629905854500991,"normMax",1,0.370094145499009,"MRM",t,""
145542,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H3O3-",100,26090.03538,"cps",26090.03538,"cps",1,"normMax",0.0447507297984757,0.955249270201524,"MRM",t,""
145543,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H3O3-",101,23200.2695,"cps",23200.2695,"cps",0.889238713634891,"normMax",0.00693209735675053,0.882306616278141,"MRM",t,""
145544,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H3O3-",102,10420.69723,"cps",10420.69723,"cps",0.399412920612145,"normMax",0.000279681588557775,0.399133239023587,"MRM",t,""
145545,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"succ","C4H3O3-",103,3268.775126,"cps",3268.775126,"cps",0.125288259612931,"normMax",1.7315436198082e-005,0.125270944176733,"MRM",t,""
145546,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H5O4-",120,10368.95091,"cps",10368.95091,"cps",0.38832899051521,"normMax",0.000376356869500719,0.387952633645709,"MRM",t,""
145547,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H5O4-",121,2694.848514,"cps",2694.848514,"cps",0.100925138147176,"normMax",3.17532857629576e-005,0.100893384861413,"MRM",t,""
145548,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H5O4-",117,18523.67119,"cps",18523.67119,"cps",0.693732528612036,"normMax",1,0.306267471387964,"MRM",t,""
145549,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H5O4-",118,26701.45975,"cps",26701.45975,"cps",1,"normMax",0.0453616819008457,0.954638318099154,"MRM",t,""
145550,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H5O4-",119,23518.71314,"cps",23518.71314,"cps",0.880802523914446,"normMax",0.00901453239475367,0.871787991519693,"MRM",t,""
145551,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H3O3-",99,18523.67119,"cps",18523.67119,"cps",0.693732528612036,"normMax",1,0.306267471387964,"MRM",t,""
145552,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H3O3-",100,26701.45975,"cps",26701.45975,"cps",1,"normMax",0.0447507297984757,0.955249270201524,"MRM",t,""
145553,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H3O3-",101,23518.71314,"cps",23518.71314,"cps",0.880802523914446,"normMax",0.00693209735675053,0.873870426557696,"MRM",t,""
145554,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H3O3-",102,10368.95091,"cps",10368.95091,"cps",0.38832899051521,"normMax",0.000279681588557775,0.388049308926652,"MRM",t,""
145555,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"succ","C4H3O3-",103,2694.848514,"cps",2694.848514,"cps",0.100925138147176,"normMax",1.7315436198082e-005,0.100907822710978,"MRM",t,""
145556,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H5O4-",120,12380.39373,"cps",12380.39373,"cps",0.454353350162824,"normMax",0.000376356869500719,0.453976993293324,"MRM",t,""
145557,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H5O4-",121,3568.554842,"cps",3568.554842,"cps",0.130963916258459,"normMax",3.17532857629576e-005,0.130932162972696,"MRM",t,""
145558,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H5O4-",117,20156.32506,"cps",20156.32506,"cps",0.739725570745793,"normMax",1,0.260274429254207,"MRM",t,""
145559,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H5O4-",118,27248.38218,"cps",27248.38218,"cps",1,"normMax",0.0453616819008457,0.954638318099154,"MRM",t,""
145560,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H5O4-",119,26074.24957,"cps",26074.24957,"cps",0.956910006537496,"normMax",0.00901453239475367,0.947895474142743,"MRM",t,""
145561,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H3O3-",99,20156.32506,"cps",20156.32506,"cps",0.739725570745793,"normMax",1,0.260274429254207,"MRM",t,""
145562,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H3O3-",100,27248.38218,"cps",27248.38218,"cps",1,"normMax",0.0447507297984757,0.955249270201524,"MRM",t,""
145563,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H3O3-",101,26074.24957,"cps",26074.24957,"cps",0.956910006537496,"normMax",0.00693209735675053,0.949977909180746,"MRM",t,""
145564,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H3O3-",102,12380.39373,"cps",12380.39373,"cps",0.454353350162824,"normMax",0.000279681588557775,0.454073668574266,"MRM",t,""
145565,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"succ","C4H3O3-",103,3568.554842,"cps",3568.554842,"cps",0.130963916258459,"normMax",1.7315436198082e-005,0.130946600822261,"MRM",t,""
145566,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H5O4-",120,10977.17033,"cps",10977.17033,"cps",0.442308302203628,"normMax",0.000376356869500719,0.441931945334127,"MRM",t,""
145567,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H5O4-",121,2917.697598,"cps",2917.697598,"cps",0.117564165638212,"normMax",3.17532857629576e-005,0.117532412352449,"MRM",t,""
145568,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H5O4-",117,18614.43223,"cps",18614.43223,"cps",0.750040098552046,"normMax",1,0.249959901447954,"MRM",t,""
145569,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H5O4-",118,24817.91609,"cps",24817.91609,"cps",1,"normMax",0.0453616819008457,0.954638318099154,"MRM",t,""
145570,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H5O4-",119,21306.64129,"cps",21306.64129,"cps",0.858518548162276,"normMax",0.00901453239475367,0.849504015767523,"MRM",t,""
145571,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H3O3-",99,18614.43223,"cps",18614.43223,"cps",0.750040098552046,"normMax",1,0.249959901447954,"MRM",t,""
145572,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H3O3-",100,24817.91609,"cps",24817.91609,"cps",1,"normMax",0.0447507297984757,0.955249270201524,"MRM",t,""
145573,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H3O3-",101,21306.64129,"cps",21306.64129,"cps",0.858518548162276,"normMax",0.00693209735675053,0.851586450805526,"MRM",t,""
145574,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H3O3-",102,10977.17033,"cps",10977.17033,"cps",0.442308302203628,"normMax",0.000279681588557775,0.44202862061507,"MRM",t,""
145575,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"succ","C4H3O3-",103,2917.697598,"cps",2917.697598,"cps",0.117564165638212,"normMax",1.7315436198082e-005,0.117546850202014,"MRM",t,""
145576,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H5O4-",120,10984.11902,"cps",10984.11902,"cps",0.539093964956359,"normMax",0.000376356869500719,0.538717608086858,"MRM",t,""
145577,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H5O4-",121,3433.834364,"cps",3433.834364,"cps",0.168530528385713,"normMax",3.17532857629576e-005,0.16849877509995,"MRM",t,""
145578,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H5O4-",117,15403.36289,"cps",15403.36289,"cps",0.755987800105951,"normMax",1,0.244012199894049,"MRM",t,""
145579,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H5O4-",118,20375.14744,"cps",20375.14744,"cps",1,"normMax",0.0453616819008457,0.954638318099154,"MRM",t,""
145580,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H5O4-",119,20195.11052,"cps",20195.11052,"cps",0.991163896088106,"normMax",0.00901453239475367,0.982149363693352,"MRM",t,""
145581,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H3O3-",99,15403.36289,"cps",15403.36289,"cps",0.755987800105951,"normMax",1,0.244012199894049,"MRM",t,""
145582,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H3O3-",100,20375.14744,"cps",20375.14744,"cps",1,"normMax",0.0447507297984757,0.955249270201524,"MRM",t,""
145583,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H3O3-",101,20195.11052,"cps",20195.11052,"cps",0.991163896088106,"normMax",0.00693209735675053,0.984231798731355,"MRM",t,""
145584,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H3O3-",102,10984.11902,"cps",10984.11902,"cps",0.539093964956359,"normMax",0.000279681588557775,0.538814283367801,"MRM",t,""
145585,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"succ","C4H3O3-",103,3433.834364,"cps",3433.834364,"cps",0.168530528385713,"normMax",1.7315436198082e-005,0.168513212949515,"MRM",t,""
145586,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H5O4-",120,17988.93404,"cps",17988.93404,"cps",0.567481820155277,"normMax",0.000376356869500719,0.567105463285776,"MRM",t,""
145587,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H5O4-",121,6339.247954,"cps",6339.247954,"cps",0.19997894035035,"normMax",3.17532857629576e-005,0.199947187064587,"MRM",t,""
145588,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H5O4-",117,20466.8093,"cps",20466.8093,"cps",0.645649273520542,"normMax",1,0.354350726479458,"MRM",t,""
145589,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H5O4-",118,29683.31592,"cps",29683.31592,"cps",0.936394680700365,"normMax",0.0453616819008457,0.891032998799519,"MRM",t,""
145590,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H5O4-",119,31699.57768,"cps",31699.57768,"cps",1,"normMax",0.00901453239475367,0.990985467605246,"MRM",t,""
145591,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H3O3-",99,20466.8093,"cps",20466.8093,"cps",0.645649273520542,"normMax",1,0.354350726479458,"MRM",t,""
145592,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H3O3-",100,29683.31592,"cps",29683.31592,"cps",0.936394680700365,"normMax",0.0447507297984757,0.891643950901889,"MRM",t,""
145593,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H3O3-",101,31699.57768,"cps",31699.57768,"cps",1,"normMax",0.00693209735675053,0.99306790264325,"MRM",t,""
145594,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H3O3-",102,17988.93404,"cps",17988.93404,"cps",0.567481820155277,"normMax",0.000279681588557775,0.56720213856672,"MRM",t,""
145595,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"succ","C4H3O3-",103,6339.247954,"cps",6339.247954,"cps",0.19997894035035,"normMax",1.7315436198082e-005,0.199961624914152,"MRM",t,""
143727,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"acon-C","C6H5O6-",173,569975.6036,"cps",548941.3751,"cps",0.532142775,"normMax",1,0.467857224946415,"MRM",t,""
143753,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"acon-C","C6H5O6-",173,548009.3506,"cps",526975.1221,"cps",0.51339929,"normMax",1,0.486600710234555,"MRM",t,""
143622,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"23dpg","C3H7O10P2-",265,15786.33967,"cps",13205.47809,"cps",1,"normMax",1,0,"MRM",t,""
143626,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"23dpg","C3H7O10P2-",265,12768.39547,"cps",10187.53389,"cps",1,"normMax",1,0,"MRM",t,""
143630,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"23dpg","C3H7O10P2-",265,15096.89714,"cps",12516.03556,"cps",1,"normMax",1,0,"MRM",t,""
143634,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"23dpg","C3H7O10P2-",265,12356.43076,"cps",9775.569178,"cps",1,"normMax",1,0,"MRM",t,""
143638,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"23dpg","C3H7O10P2-",265,12317.4128,"cps",9736.551218,"cps",1,"normMax",1,0,"MRM",t,""
143642,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"23dpg","C3H7O10P2-",265,8551.962402,"cps",5971.10082,"cps",1,"normMax",1,0,"MRM",t,""
143623,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"23dpg","C3H7O10P2-",266,3769.431884,"cps",3173.654057,"cps",0.2403286,"normMax",0.0370615339571227,0.203267065698357,"MRM",t,""
143627,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"23dpg","C3H7O10P2-",266,4656.89355,"cps",4061.115723,"cps",0.3986358,"normMax",0.0370615339571227,0.361574266168455,"MRM",t,""
143631,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"23dpg","C3H7O10P2-",266,2596.117244,"cps",2000.339417,"cps",0.159822126,"normMax",0.0370615339571227,0.1227605924151,"MRM",t,""
143635,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"23dpg","C3H7O10P2-",266,7479,"cps",6883.222173,"cps",0.704124951,"normMax",0.0370615339571227,0.667063417497654,"MRM",t,""
143639,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"23dpg","C3H7O10P2-",266,3252,"cps",2656.222173,"cps",0.272809346,"normMax",0.0370615339571227,0.235747812310767,"MRM",t,""
143643,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"23dpg","C3H7O10P2-",266,2714.306438,"cps",2118.528611,"cps",0.354796992,"normMax",0.0370615339571227,0.317735458187351,"MRM",t,""
143624,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"23dpg","C3H7O10P2-",267,,"cps",,"cps",,"normMax",0.0210604732072937,,"MRM",t,""
143628,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"23dpg","C3H7O10P2-",267,,"cps",,"cps",,"normMax",0.0210604732072937,,"MRM",t,""
143632,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"23dpg","C3H7O10P2-",267,,"cps",,"cps",,"normMax",0.0210604732072937,,"MRM",t,""
143636,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"23dpg","C3H7O10P2-",267,,"cps",,"cps",,"normMax",0.0210604732072937,,"MRM",t,""
143640,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"23dpg","C3H7O10P2-",267,,"cps",,"cps",,"normMax",0.0210604732072937,,"MRM",t,""
143644,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"23dpg","C3H7O10P2-",267,,"cps",,"cps",,"normMax",0.0210604732072937,,"MRM",t,""
143625,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"23dpg","C3H7O10P2-",268,2764,"cps",2086.872841,"cps",0.158030844,"normMax",0.000757002143042738,0.157273841380554,"MRM",t,""
143629,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-2","OxicWtGlc","Unknown","0",1,2,"23dpg","C3H7O10P2-",268,1301,"cps",,"cps",,"normMax",0.000757002143042738,,"MRM",t,""
143633,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-3","OxicWtGlc","Unknown","0",1,3,"23dpg","C3H7O10P2-",268,2197.199659,"cps",1520.0725,"cps",0.121449999,"normMax",0.000757002143042738,0.120692996406148,"MRM",t,""
143637,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-4","OxicWtGlc","Unknown","0",1,4,"23dpg","C3H7O10P2-",268,2479.897849,"cps",1802.77069,"cps",0.184415931,"normMax",0.000757002143042738,0.183658928793169,"MRM",t,""
143641,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-5","OxicWtGlc","Unknown","0",1,5,"23dpg","C3H7O10P2-",268,2157.283472,"cps",1480.156313,"cps",0.152020595,"normMax",0.000757002143042738,0.15126359326446,"MRM",t,""
143645,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-6","OxicWtGlc","Unknown","0",1,6,"23dpg","C3H7O10P2-",268,1258.312586,"cps",,"cps",,"normMax",0.000757002143042738,,"MRM",t,""
143646,"WTEColi_113C80_U13C20_01","140505_0_OxicWTEcoliGlcM9_Broth-1","OxicWtGlc","Unknown","0",1,1,"6pgc","C6H12O10P-",275,46412.00957,"cps",44865.81047,"cps",0.132517312,"normMax",1,0.867482687812461,"MRM",t,""
