experiment_id,experiment_type,experiment_type_name,used_,comment_,growth_rate,growth_rate_r2,growth_rate_units,time_label,date_and_time,time_hrs,sample_name_short,time_point,sample_label,data_raw,data_corrected,data_type,data_type_units,data_type_reference
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140709,7/10/2014 5:01,34.33809667,OxicEvo04gndEcoliGlcM9_Broth-2,,,0.1065,0.376731225,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140709,7/10/2014 5:32,34.86140667,OxicEvo04gndEcoliGlcM9_Broth-2,,,0.1692,0.598525101,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140709,7/10/2014 5:44,35.05108667,OxicEvo04gndEcoliGlcM9_Broth-2,,,0.195,0.689789567,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.904911408,0.999253614,mmol*gDCW-1*hr-1,140709,7/10/2014 5:55,35.24079639,OxicEvo04gndEcoliGlcM9_Broth-2,0,,0.2303,0.814659165,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140708,7/8/2014 6:00,11.32338194,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,,,0.0057,0.02016308,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140708,7/8/2014 7:09,12.47940805,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,,,0.0139,0.049169615,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140708,7/8/2014 7:41,13.002585,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,,,0.0242,0.085604654,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140708,7/8/2014 8:12,13.52637361,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,,,0.04,0.141495296,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140708,7/8/2014 9:02,14.35262889,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,,,0.088,0.311289651,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140708,7/8/2014 9:23,14.70918833,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,,,0.1233,0.436159249,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140708,7/8/2014 9:45,15.06557333,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,,,0.174,0.615504536,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.941901207,0.999583677,mmol*gDCW-1*hr-1,140708,7/8/2014 10:06,15.42216083,OxicEvo04sdhCadhBEcoliGlcM9_Broth-3,0,,0.2317,0.8196115,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140709,7/10/2014 2:56,32.25522361,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0154,0.054475689,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140709,7/10/2014 3:57,33.27825333,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0415,0.146801369,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140709,7/10/2014 4:29,33.80092667,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.065,0.229929856,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140709,7/10/2014 5:00,34.32340583,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1051,0.371778889,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140709,7/10/2014 5:31,34.84690778,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1706,0.603477436,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140709,7/10/2014 5:43,35.03655778,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1975,0.698633023,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,0.910623145,0.999479931,mmol*gDCW-1*hr-1,140709,7/10/2014 5:54,35.22630167,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.2307,0.816074118,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 5:59,11.308845,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0044,0.015564483,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 7:09,12.46514444,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0123,0.043509803,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 7:40,12.98817667,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0201,0.071101386,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 8:11,13.51196972,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0347,0.122747169,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 9:01,14.33820972,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0773,0.273439659,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 9:22,14.69472861,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1052,0.372132628,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 9:44,15.05095805,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1433,0.506906897,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,0.94160988,0.99950841,mmol*gDCW-1*hr-1,140708,7/8/2014 10:05,15.40757,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1979,0.700047976,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 0:00,5.314870555,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.0003,0.001061215,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 5:58,11.29438083,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.0071,0.025115415,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 7:08,12.45067333,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.0165,0.058366809,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 7:39,12.97360861,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.0288,0.101876613,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 8:52,14.18465361,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.0862,0.304922362,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 9:13,14.54092305,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.1184,0.418826075,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140708,7/8/2014 9:34,14.8970325,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.1594,0.563858753,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,0.91927021,0.999241154,mmol*gDCW-1*hr-1,140708,7/8/2014 9:56,15.2531425,OxicEvo04gndEcoliGlcM9_Broth-4,,,0.2231,0.789190012,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 2:55,56.2349075,OxicEvo04EcoliGlcM9_Broth-1,,,0.0059,0.020870556,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 3:41,57.00804528,OxicEvo04EcoliGlcM9_Broth-1,,,0.0127,0.044924756,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 4:27,57.78120806,OxicEvo04EcoliGlcM9_Broth-1,,,0.0281,0.099400445,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 5:19,58.64564917,OxicEvo04EcoliGlcM9_Broth-1,,,0.0688,0.243371909,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 5:41,59.00212472,OxicEvo04EcoliGlcM9_Broth-1,,,0.1036,0.366472816,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 6:02,59.35866333,OxicEvo04EcoliGlcM9_Broth-1,,,0.1457,0.515396615,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,1.026212185,0.999714491,mmol*gDCW-1*hr-1,140710,7/12/2014 6:24,59.715195,OxicEvo04EcoliGlcM9_Broth-1,0,,0.2016,0.71313629,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 2:54,56.220465,OxicEvo04EcoliGlcM9_Broth-2,,,0.0057,0.02016308,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 3:40,56.99333028,OxicEvo04EcoliGlcM9_Broth-2,,,0.0143,0.050584568,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 4:27,57.76650028,OxicEvo04EcoliGlcM9_Broth-2,,,0.0293,0.103645304,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 5:18,58.6308975,OxicEvo04EcoliGlcM9_Broth-2,,,0.0722,0.255399009,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 5:40,58.98739528,OxicEvo04EcoliGlcM9_Broth-2,,,0.1058,0.374255057,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 6:01,59.3439475,OxicEvo04EcoliGlcM9_Broth-2,,,0.1447,0.511859232,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,1.019643211,0.998800703,mmol*gDCW-1*hr-1,140710,7/12/2014 6:23,59.70047139,OxicEvo04EcoliGlcM9_Broth-2,0,,0.2022,0.71525872,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140710,7/12/2014 2:58,56.28469666,OxicEvo04EcoliGlcM9_Broth-3,,,0.0069,0.024407939,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140710,7/12/2014 3:44,57.05752611,OxicEvo04EcoliGlcM9_Broth-3,,,0.0157,0.055536904,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140710,7/12/2014 4:30,57.83039861,OxicEvo04EcoliGlcM9_Broth-3,,,0.0323,0.114257451,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140710,7/12/2014 5:18,58.61678805,OxicEvo04EcoliGlcM9_Broth-3,,,0.0726,0.256813962,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140710,7/12/2014 5:39,58.97299805,OxicEvo04EcoliGlcM9_Broth-3,,,0.1071,0.378853654,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,,,,140710,7/12/2014 6:00,59.32956444,OxicEvo04EcoliGlcM9_Broth-3,,,0.1536,0.543341936,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,FALSE,Culture not used for isotopomer analysis,1.013974855,0.999742355,mmol*gDCW-1*hr-1,140710,7/12/2014 6:22,59.68605667,OxicEvo04EcoliGlcM9_Broth-3,,,0.2189,0.774333006,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 5:39,58.97283139,OxicEvo04sdhCadhBEcoliGlcM9_Broth-2,,,0.0104,0.036788777,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 6:00,59.33099861,OxicEvo04sdhCadhBEcoliGlcM9_Broth-2,,,0.0161,0.056951857,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 6:22,59.68724,OxicEvo04sdhCadhBEcoliGlcM9_Broth-2,,,0.024,0.084897177,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 7:08,60.46018611,OxicEvo04sdhCadhBEcoliGlcM9_Broth-2,,,0.0498,0.176161643,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 7:55,61.23302861,OxicEvo04sdhCadhBEcoliGlcM9_Broth-2,,,0.105,0.371425151,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140710,7/12/2014 8:41,62.00705167,OxicEvo04sdhCadhBEcoliGlcM9_Broth-2,,,0.2222,0.786006368,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.9572718,0.998953903,mmol*gDCW-1*hr-1,140710,7/12/2014 8:52,62.19666972,OxicEvo04sdhCadhBEcoliGlcM9_Broth-2,0,,0.2626,0.928916616,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/13/2014 16:54,70.21945861,OxicEvo04pgiEcoliGlcM9_Broth-1,,,0.0061,0.021578033,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/13/2014 20:55,74.24234278,OxicEvo04pgiEcoliGlcM9_Broth-1,,,0.0173,0.061196715,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 0:57,78.26553861,OxicEvo04pgiEcoliGlcM9_Broth-1,,,0.049,0.173331737,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 2:00,79.32424083,OxicEvo04pgiEcoliGlcM9_Broth-1,,,0.0657,0.232406023,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 3:03,80.37080056,OxicEvo04pgiEcoliGlcM9_Broth-1,,,0.0892,0.315534509,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 5:07,82.43980722,OxicEvo04pgiEcoliGlcM9_Broth-1,,,0.1512,0.534852218,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.268751995,0.999439956,mmol*gDCW-1*hr-1,140711,7/14/2014 5:48,83.12961028,OxicEvo04pgiEcoliGlcM9_Broth-1,0,,0.1822,0.644511072,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/13/2014 16:55,70.24264472,OxicEvo04pgiEcoliGlcM9_Broth-2,,,0.0065,0.022992986,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/13/2014 20:57,74.26553333,OxicEvo04pgiEcoliGlcM9_Broth-2,,,0.0193,0.06827148,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 0:58,78.28872833,OxicEvo04pgiEcoliGlcM9_Broth-2,,,0.0543,0.192079864,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 2:01,79.34741861,OxicEvo04pgiEcoliGlcM9_Broth-2,,,0.0716,0.253276579,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 3:04,80.39395111,OxicEvo04pgiEcoliGlcM9_Broth-2,,,0.096,0.33958871,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 5:08,82.46318917,OxicEvo04pgiEcoliGlcM9_Broth-2,,,0.1563,0.552892868,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.250888014,0.998994898,mmol*gDCW-1*hr-1,140711,7/14/2014 5:50,83.15299444,OxicEvo04pgiEcoliGlcM9_Broth-2,0,,0.1849,0.654062004,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/13/2014 15:39,68.96918194,OxicEvo04pgiEcoliGlcM9_Broth-3,,,0.0053,0.018748127,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/13/2014 19:40,72.99241361,OxicEvo04pgiEcoliGlcM9_Broth-3,,,0.0129,0.045632233,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 1:59,79.30104361,OxicEvo04pgiEcoliGlcM9_Broth-3,,,0.0649,0.229576117,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 2:20,79.65744778,OxicEvo04pgiEcoliGlcM9_Broth-3,,,0.0717,0.253630318,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 3:01,80.34720555,OxicEvo04pgiEcoliGlcM9_Broth-3,,,0.0847,0.299616289,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 5:06,82.41611194,OxicEvo04pgiEcoliGlcM9_Broth-3,,,0.137,0.484621388,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.248383427,0.997868756,mmol*gDCW-1*hr-1,140711,7/14/2014 5:47,83.10588722,OxicEvo04pgiEcoliGlcM9_Broth-3,0,,0.1715,0.60666108,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 6:53,84.21246806,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.0793,0.280514424,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 7:15,84.56884639,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1096,0.38769711,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,140711,7/14/2014 7:36,84.92528083,OxicEvo04gndEcoliGlcM9_Broth-3,,,0.1485,0.525301285,biomass,OD600,ALE1.1
Isotopomer_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.78558119,0.994364723,mmol*gDCW-1*hr-1,140711,7/14/2014 8:11,85.50878,OxicEvo04gndEcoliGlcM9_Broth-3,0,,0.2202,0.778931603,biomass,OD600,ALE1.1
