exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,mass before sampling [g],mass after sampling [g],mass sampled [g],culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos,used_,growth_rate,growth_rate_r2,growth_rate_units,time_hrs,,data_raw,data_corrected,met_id,data_units,data_reference
6,2,,ALEsKOs01,140715_41835.6103624417_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 14:38,41835.61036,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,1.073595556,1.67E+12,0.483118,,,,1,1.67E+09,0.48,1.58,cells*L-1,g*L-1,mL,mg,mg,1,0.483118,,ALE1.1,,Unknown,discarded,,,,TRUE,0.977575444,0.995695332,,1004054.65,,0.3035,1.073595556,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4469410187_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 10:43,41835.44694,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.025822891,40070004001,0.011620301,,,,1,4.01E+07,0.01,0.04,cells*L-1,g*L-1,mL,mg,mg,1,0.011620301,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004050.73,,0.0073,0.025822891,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4617967597_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 11:04,41835.4618,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.050938306,79042199673,0.022922238,,,,1,7.90E+07,0.02,0.08,cells*L-1,g*L-1,mL,mg,mg,1,0.022922238,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004051.08,,0.0144,0.050938306,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4766516317_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 11:26,41835.47665,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.06225793,96607132933,0.028016069,,,,1,9.66E+07,0.03,0.09,cells*L-1,g*L-1,mL,mg,mg,1,0.028016069,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004051.44,,0.0176,0.06225793,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4905439815_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 11:46,41835.49054,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.087019607,1.35E+11,0.039158823,,,,1,1.35E+08,0.04,0.13,cells*L-1,g*L-1,mL,mg,mg,1,0.039158823,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004051.77,,0.0246,0.087019607,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5063746417_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 12:09,41835.50637,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.131236887,2.04E+11,0.059056599,,,,1,2.04E+08,0.06,0.19,cells*L-1,g*L-1,mL,mg,mg,1,0.059056599,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004052.15,,0.0371,0.131236887,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5212423847_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 12:30,41835.52124,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.167318187,2.60E+11,0.075293184,,,,1,2.60E+08,0.08,0.25,cells*L-1,g*L-1,mL,mg,mg,1,0.075293184,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004052.51,,0.0473,0.167318187,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5360978007_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 12:51,41835.5361,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.234882191,3.64E+11,0.105696986,,,,1,3.64E+08,0.11,0.35,cells*L-1,g*L-1,mL,mg,mg,1,0.105696986,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004052.87,,0.0664,0.234882191,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5509406597_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 13:13,41835.55094,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.272024706,4.22E+11,0.122411118,,,,1,4.22E+08,0.12,0.4,cells*L-1,g*L-1,mL,mg,mg,1,0.122411118,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004053.22,,0.0769,0.272024706,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5657968867_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 13:34,41835.5658,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.399016734,6.19E+11,0.17955753,,,,1,6.19E+08,0.18,0.59,cells*L-1,g*L-1,mL,mg,mg,1,0.17955753,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004053.58,,0.1128,0.399016734,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5816196407_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 13:57,41835.58162,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.578715759,8.98E+11,0.260422092,,,,1,8.98E+08,0.26,0.85,cells*L-1,g*L-1,mL,mg,mg,1,0.260422092,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004053.96,,0.1636,0.578715759,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5964750577_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 14:18,41835.59648,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.730823202,1.13E+12,0.328870441,,,,1,1.13E+09,0.33,1.08,cells*L-1,g*L-1,mL,mg,mg,1,0.328870441,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004054.32,,0.2066,0.730823202,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.6113165627_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 14:40,41835.61132,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,2,#DIV/0!,,mL,,mL,#DIV/0!,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,1.013460056,1.57E+12,0.456057025,,,,1,1.57E+09,0.46,1.49,cells*L-1,g*L-1,mL,mg,mg,1,0.456057025,,ALE1.1,,Unknown,discarded,,,,TRUE,0.876908758,0.991888371,,1004054.67,,0.2865,1.013460056,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4478946877_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 10:44,41835.44789,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.037142515,57634937261,0.016714132,,,,1,5.76E+07,0.02,0.05,cells*L-1,g*L-1,mL,mg,mg,1,0.016714132,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004050.75,,0.0105,0.037142515,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4627504857_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 11:06,41835.46275,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.045985971,71357541371,0.020693687,,,,1,7.14E+07,0.02,0.07,cells*L-1,g*L-1,mL,mg,mg,1,0.020693687,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004051.11,,0.013,0.045985971,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4776034147_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 11:27,41835.4776,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.06225793,96607132933,0.028016069,,,,1,9.66E+07,0.03,0.09,cells*L-1,g*L-1,mL,mg,mg,1,0.028016069,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004051.46,,0.0176,0.06225793,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.4914930556_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 11:47,41835.49149,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.093033157,1.44E+11,0.041864921,,,,1,1.44E+08,0.04,0.14,cells*L-1,g*L-1,mL,mg,mg,1,0.041864921,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004051.8,,0.0263,0.093033157,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5073314697_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 12:10,41835.50733,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.129468196,2.01E+11,0.058260688,,,,1,2.01E+08,0.06,0.19,cells*L-1,g*L-1,mL,mg,mg,1,0.058260688,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004052.18,,0.0366,0.129468196,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5222009027_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 12:31,41835.5222,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.192079864,2.98E+11,0.086435939,,,,1,2.98E+08,0.09,0.28,cells*L-1,g*L-1,mL,mg,mg,1,0.086435939,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004052.53,,0.0543,0.192079864,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5380076387_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 12:54,41835.53801,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.238773312,3.71E+11,0.10744799,,,,1,3.71E+08,0.11,0.35,cells*L-1,g*L-1,mL,mg,mg,1,0.10744799,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004052.91,,0.0675,0.238773312,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5528454517_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 13:16,41835.55285,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.310935912,4.82E+11,0.139921161,,,,1,4.82E+08,0.14,0.46,cells*L-1,g*L-1,mL,mg,mg,1,0.139921161,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004053.27,,0.0879,0.310935912,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5676880097_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 13:37,41835.56769,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.446417658,6.93E+11,0.200887946,,,,1,6.93E+08,0.2,0.66,cells*L-1,g*L-1,mL,mg,mg,1,0.200887946,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004053.62,,0.1262,0.446417658,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5835546987_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 14:00,41835.58355,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.65689191,1.02E+12,0.29560136,,,,1,1.02E+09,0.3,0.97,cells*L-1,g*L-1,mL,mg,mg,1,0.29560136,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004054.01,,0.1857,0.65689191,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5983978467_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 14:21,41835.5984,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.828454956,1.29E+12,0.37280473,,,,1,1.29E+09,0.37,1.22,cells*L-1,g*L-1,mL,mg,mg,1,0.37280473,,ALE1.1,,Unknown,discarded,,,,TRUE,,,,1004054.36,,0.2342,0.828454956,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.6132415157_OxicEvo04EcoliGlcM9_Broth-3,OxicEvo04EcoliGlc_Broth-3,OxicEvo04EcoliGlc,140715,7/15/2014 14:43,41835.61324,OxicEvo04EcoliGlcM9,,ALEWtEvo04,Broth,3,#DIV/0!,,mL,,mL,#DIV/0!,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,1.085622656,1.68E+12,0.488530195,,,,1,1.68E+09,0.49,1.6,cells*L-1,g*L-1,mL,mg,mg,1,0.488530195,,ALE1.1,,Unknown,discarded,,,,TRUE,0.872185612,0.99744442,,1004054.72,,0.3069,1.085622656,biomass,OD600,ALE1.1
6,2,,ALEsKOs01,140715_41835.5796745597_OxicEvo04gndEcoliGlcM9_Broth-1,OxicEvo04gndEcoliGlc_Broth-1,OxicEvo04gndEcoliGlc,140715,7/15/2014 13:54,41835.57967,OxicEvo04gndEcoliGlcM9,,ALEWtEvo04_gnd_kan,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,0.024407939,37874387343,0.010983572,,,,1,3.79E+07,0.01,0.04,cells*L-1,g*L-1,mL,mg,mg,1,0.010983572,,ALE1.1,,Unknown,discarded,,,,FALSE,,,,1004053.91,,0.0069,0.024407939,biomass,OD600,ALE1.1
