exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,mass before sampling [g],mass after sampling [g],mass sampled [g],culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos,filter,next_step,
4,2,5,ALEsKOs01,140715_0_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 14:44,0,OxicEvo04EcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,140718_McCloskey2013,141220,Unknown,evo04B1,7,10,23,,,
4,2,5,ALEsKOs01,140716_0_OxicEvo04pgiEcoliGlcM9_Filtrate-1,OxicEvo04pgiEcoliGlc_Filtrate-1,OxicEvo04pgiEcoliGlc,140716,7/16/2014 18:06,0,OxicEvo04pgiEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_pgi_kan,Filtrate,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,pgiF1,7,10,34,,,
4,2,5,ALEsKOs01,140715_0_OxicEvo04gndEcoliGlcM9_Broth-1,OxicEvo04gndEcoliGlc_Broth-1,OxicEvo04gndEcoliGlc,140715,7/15/2014 19:19,0,OxicEvo04gndEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_gnd_kan,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,gndB1,7,10,35,,,
4,2,5,ALEsKOs01,140715_0_OxicEvo04gndEcoliGlcM9_Broth-2,OxicEvo04gndEcoliGlc_Broth-2,OxicEvo04gndEcoliGlc,140715,7/15/2014 19:18,0,OxicEvo04gndEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_gnd_kan,Broth,2,,0.025,mL,0.25,mL,,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,gndB2,7,10,36,,,
4,2,5,ALEsKOs01,140715_0_OxicEvo04gndEcoliGlcM9_Broth-3,OxicEvo04gndEcoliGlc_Broth-3,OxicEvo04gndEcoliGlc,140715,7/15/2014 19:17,0,OxicEvo04gndEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_gnd_kan,Broth,3,,0.025,mL,0.25,mL,,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,gndB3,7,10,37,,,
4,2,5,ALEsKOs01,140715_0_OxicEvo04gndEcoliGlcM9_Filtrate-1,OxicEvo04gndEcoliGlc_Filtrate-1,OxicEvo04gndEcoliGlc,140715,7/15/2014 19:17,0,OxicEvo04gndEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_gnd_kan,Filtrate,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,gndF1,7,10,38,,,
4,2,5,ALEsKOs01,140721_0_OxicEvo04tpiAEcoliGlcM9_Broth-1,OxicEvo04tpiAEcoliGlc_Broth-1,OxicEvo04tpiAEcoliGlc,140721,7/21/2014 11:40,0,OxicEvo04tpiAEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_tpiA_kan,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,tpiAB1,7,10,39,,,
4,2,5,ALEsKOs01,140721_0_OxicEvo04tpiAEcoliGlcM9_Broth-2,OxicEvo04tpiAEcoliGlc_Broth-2,OxicEvo04tpiAEcoliGlc,140721,7/21/2014 11:41,0,OxicEvo04tpiAEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_tpiA_kan,Broth,2,,0.025,mL,0.25,mL,,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,tpiAB2,7,10,40,,,
4,2,5,ALEsKOs01,140721_0_OxicEvo04tpiAEcoliGlcM9_Broth-3,OxicEvo04tpiAEcoliGlc_Broth-3,OxicEvo04tpiAEcoliGlc,140721,7/21/2014 11:42,0,OxicEvo04tpiAEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_tpiA_kan,Broth,3,,0.025,mL,0.25,mL,,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,tpiAB3,7,10,41,,,
4,2,5,ALEsKOs01,140721_0_OxicEvo04tpiAEcoliGlcM9_Filtrate-1,OxicEvo04tpiAEcoliGlc_Filtrate-1,OxicEvo04tpiAEcoliGlc,140721,7/21/2014 11:42,0,OxicEvo04tpiAEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_tpiA_kan,Filtrate,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,tpiAF1,7,10,42,,,
4,2,5,ALEsKOs01,140718_0_OxicEvo04ptsHIcrrEcoliGlcM9_Broth-1,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,OxicEvo04ptsHIcrrEcoliGlc,140718,7/18/2014 17:32,0,OxicEvo04ptsHIcrrEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_ptsHIcrr_kan,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,ptsB1,7,10,43,,,
4,2,5,ALEsKOs01,140718_0_OxicEvo04ptsHIcrrEcoliGlcM9_Broth-2,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,OxicEvo04ptsHIcrrEcoliGlc,140718,7/18/2014 17:33,0,OxicEvo04ptsHIcrrEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_ptsHIcrr_kan,Broth,2,,0.025,mL,0.25,mL,,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,ptsB2,7,10,44,,,
4,2,5,ALEsKOs01,140718_0_OxicEvo04ptsHIcrrEcoliGlcM9_Broth-3,OxicEvo04ptsHIcrrEcoliGlc_Broth-3,OxicEvo04ptsHIcrrEcoliGlc,140718,7/18/2014 19:05,0,OxicEvo04ptsHIcrrEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_ptsHIcrr_kan,Broth,3,,0.025,mL,0.25,mL,,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,ptsB3,7,10,45,,,
4,2,5,ALEsKOs01,140718_0_OxicEvo04ptsHIcrrEcoliGlcM9_Filtrate-1,OxicEvo04ptsHIcrrEcoliGlc_Filtrate-1,OxicEvo04ptsHIcrrEcoliGlc,140718,7/18/2014 19:05,0,OxicEvo04ptsHIcrrEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_ptsHIcrr_kan,Filtrate,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,ptsF1,7,10,46,,,
4,2,5,ALEsKOs01,140716_0_OxicEvo04sdhCBEcoliGlcM9_Broth-1,OxicEvo04sdhCBEcoliGlc_Broth-1,OxicEvo04sdhCBEcoliGlc,140716,7/16/2014 14:37,0,OxicEvo04sdhCBEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_sdhC-sdhB_kan,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,sdhB1,7,10,47,,,
4,2,5,ALEsKOs01,140716_0_OxicEvo04sdhCBEcoliGlcM9_Broth-2,OxicEvo04sdhCBEcoliGlc_Broth-2,OxicEvo04sdhCBEcoliGlc,140716,7/16/2014 14:38,0,OxicEvo04sdhCBEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_sdhC-sdhB_kan,Broth,2,,0.025,mL,0.25,mL,,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,sdhB2,7,10,48,,,
4,2,5,ALEsKOs01,140716_0_OxicEvo04sdhCBEcoliGlcM9_Broth-3,OxicEvo04sdhCBEcoliGlc_Broth-3,OxicEvo04sdhCBEcoliGlc,140716,7/16/2014 14:40,0,OxicEvo04sdhCBEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_sdhC-sdhB_kan,Broth,3,,0.025,mL,0.25,mL,,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,sdhB3,7,10,49,,,
4,2,5,ALEsKOs01,140716_0_OxicEvo04sdhCBEcoliGlcM9_Filtrate-1,OxicEvo04sdhCBEcoliGlc_Filtrate-1,OxicEvo04sdhCBEcoliGlc,140716,7/16/2014 14:40,0,OxicEvo04sdhCBEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_sdhC-sdhB_kan,Filtrate,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,sdhF1,7,10,50,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,OxicEvo04Evo01EPEcoliGlc_Broth-1,OxicEvo04Evo01EPEcoliGlc,140815,8/15/2014 14:44,11,OxicEvo04Evo01EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo01_Endpoint,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e1EPB1,7,10,51,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo01EPEcoliGlcM9_Broth-2,OxicEvo04Evo01EPEcoliGlc_Broth-2,OxicEvo04Evo01EPEcoliGlc,140815,8/15/2014 14:44,11,OxicEvo04Evo01EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo01_Endpoint,Broth,2,,0.025,mL,0.25,mL,,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e1EPB2,7,10,52,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo01EPEcoliGlcM9_Broth-3,OxicEvo04Evo01EPEcoliGlc_Broth-3,OxicEvo04Evo01EPEcoliGlc,140815,8/15/2014 14:44,11,OxicEvo04Evo01EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo01_Endpoint,Broth,3,,0.025,mL,0.25,mL,,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e1EPB3,7,10,53,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo01EPEcoliGlcM9_Filtrate-1,OxicEvo04Evo01EPEcoliGlc_Filtrate-1,OxicEvo04Evo01EPEcoliGlc,140815,8/15/2014 14:44,11,OxicEvo04Evo01EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo01_Endpoint,Filtrate,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e1EPF1,7,10,54,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,OxicEvo04Evo02EPEcoliGlc_Broth-1,OxicEvo04Evo02EPEcoliGlc,140815,8/15/2014 14:59,11,OxicEvo04Evo02EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo02_Endpoint,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e2EPB1,7,10,55,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo02EPEcoliGlcM9_Broth-2,OxicEvo04Evo02EPEcoliGlc_Broth-2,OxicEvo04Evo02EPEcoliGlc,140815,8/15/2014 14:59,11,OxicEvo04Evo02EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo02_Endpoint,Broth,2,,0.025,mL,0.25,mL,,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,2,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e2EPB2,7,10,56,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo02EPEcoliGlcM9_Broth-3,OxicEvo04Evo02EPEcoliGlc_Broth-3,OxicEvo04Evo02EPEcoliGlc,140815,8/15/2014 14:59,11,OxicEvo04Evo02EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo02_Endpoint,Broth,3,,0.025,mL,0.25,mL,,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e2EPB3,7,10,57,,,
4,2,5,ALEsKOs01,140815_11_OxicEvo04Evo02EPEcoliGlcM9_Filtrate-1,OxicEvo04Evo02EPEcoliGlc_Filtrate-1,OxicEvo04Evo02EPEcoliGlc,140815,8/15/2014 14:59,11,OxicEvo04Evo02EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_Evo02_Endpoint,Filtrate,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,evo04e2EPF1,7,10,58,,,
4,2,5,ALEsKOs01,140813_11_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-1,OxicEvo04sdhCBEvo01EPEcoliGlc_Broth-1,OxicEvo04sdhCBEvo01EPEcoliGlc,140813,8/13/2014 14:47,11,OxicEvo04sdhCBEvo01EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_sdhC-sdhB_kan_Evo01_Endpoint,Broth,1,,0.025,mL,0.25,mL,,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,sdhe1EPB1,7,10,59,,,
4,2,5,ALEsKOs01,140813_11_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-2,OxicEvo04sdhCBEvo01EPEcoliGlc_Broth-2,OxicEvo04sdhCBEvo01EPEcoliGlc,140813,8/13/2014 14:47,11,OxicEvo04sdhCBEvo01EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_sdhC-sdhB_kan_Evo01_Endpoint,Broth,2,,0.025,mL,0.25,mL,,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,sdhe1EPB2,7,10,60,,,
4,2,5,ALEsKOs01,140813_11_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-3,OxicEvo04sdhCBEvo01EPEcoliGlc_Broth-3,OxicEvo04sdhCBEvo01EPEcoliGlc,140813,8/13/2014 14:47,11,OxicEvo04sdhCBEvo01EPEcoliGlcM9,Aqueous acidic acetonitrile filtration,ALEWtEvo04_sdhC-sdhB_kan_Evo01_Endpoint,Broth,3,,0.025,mL,0.25,mL,,3,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,,,,,,1,1,,,,cells*L-1,g*L-1,mL,mg,mg,1,0.45,,140718_McCloskey2013,141220,Unknown,sdhe1EPB3,7,10,61,,,
