experiment_id,experiment_type,experiment_type_name,used_,comment_,growth_rate,growth_rate_r2,growth_rate_units,date_and_time,time_hrs,sample_name_short,time_point,sample_label,data_raw,data_corrected,data_type,data_type_units,data_type_reference
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 15:00,1004055.01,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.0151,0.053414474,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 15:38,1004055.64,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.0192,0.067917742,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 15:54,1004055.91,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.026,0.091971942,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 16:11,1004056.19,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.0363,0.128406981,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 16:27,1004056.46,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.0406,0.143617725,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 16:43,1004056.73,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.04862,0.171987532,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:00,1004057.01,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.0613,0.216841541,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:16,1004057.28,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.0766,0.270963491,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:33,1004057.55,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.1041,0.368241507,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:49,1004057.82,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.13,0.459859711,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:05,1004058.1,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.1606,0.568103612,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:22,1004058.37,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.1999,0.70712274,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:38,1004058.64,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.24449,0.864854621,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:54,1004058.92,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.2637,0.932807737,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.746740215,0.988604823,,7/15/2014 19:13,1004059.23,OxicEvo04gndEcoliGlc_Broth-2,,gnd_2,0.3122,1.104370783,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 14:01,1004054.03,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.0048,0.016979435,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 15:03,1004055.05,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.0116,0.041033636,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 15:39,1004055.66,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.0244,0.08631213,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 15:56,1004055.94,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.0265,0.093740633,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 16:12,1004056.21,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.0342,0.120978478,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 16:28,1004056.48,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.044,0.155644825,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 16:45,1004056.76,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.0561,0.198447152,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:01,1004057.03,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.071,0.25115415,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:18,1004057.3,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.0873,0.308813483,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:34,1004057.58,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.117,0.41387374,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 17:50,1004057.85,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.1394,0.493111106,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:07,1004058.12,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.183,0.647340978,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:23,1004058.39,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.2182,0.771856838,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:40,1004058.67,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.2549,0.901678772,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/15/2014 18:56,1004058.94,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.2898,1.025133417,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.718538483,0.989420221,,7/15/2014 19:15,1004059.25,OxicEvo04gndEcoliGlc_Broth-3,,gnd_3,0.3416,1.208369825,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 8:59,1004073,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.0538999,0.190664557,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 9:52,1004073.88,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.0464,0.164134543,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 10:14,1004074.23,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.0535,0.189249958,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 10:35,1004074.59,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.0542,0.191726126,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air in lines; OD600 is not accurate!; need to back-calculate from later time-points,,,,7/16/2014 11:36,1004075.61,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.0586,0.207290608,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,Air removed from lines,,,,7/16/2014 12:38,1004076.64,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.1092,0.386282157,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 13:09,1004077.16,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.1319,0.466580738,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 13:41,1004077.68,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.1303,0.460920926,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 14:12,1004078.21,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.143,0.505845682,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 14:55,1004078.92,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.1621,0.573409686,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 15:26,1004079.44,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.17099,0.604857015,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 15:57,1004079.97,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.191699,0.678112667,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 16:29,1004080.49,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.21369999,0.755938582,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 17:00,1004081.01,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.233799999,0.82704,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,,,,7/16/2014 17:32,1004081.53,OxicEvo04pgiEcoliGlc_Broth-1,,pgi_1,0.2575,0.910875966,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,TRUE,,0.180933817,0.726015073,,7/16/2014 18:03,1004082.06,OxicEvo04pgiEcoliGlc_Broth-1,6,pgi_1,0.2855,1.009922673,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 11:25,1004195.42,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.038,0.134420531,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:07,1004196.12,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0416,0.147155108,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:48,1004196.82,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0539,0.190664911,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:03,1004197.06,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0576,0.203753226,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:05,1004197.08,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0558,0.197385938,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:06,1004197.11,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0551,0.19490977,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:08,1004197.13,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0546,0.193141079,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:25,1004197.42,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0652,0.230637332,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air bubbles found and purged from lines 7/21/2014  1:49:00 PM,,,,7/21/2014 13:58,1004197.97,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.0888,0.314119556,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 14:30,1004198.51,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.1166,0.412458787,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:09,1004199.15,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.1397,0.49417232,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:47,1004199.8,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.1851,0.654769481,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,0.404517169,0.928530624,,7/21/2014 16:30,1004200.51,OxicEvo04pgiEvo01J01EcoliGlc_Broth-1,,pgi_1_1B1,0.256,0.905569893,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 11:26,1004195.44,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.0615,0.217549017,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:13,1004196.22,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.0828,0.292895262,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 12:50,1004196.84,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.0781,0.276269565,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 13:26,1004197.44,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.0586,0.207290608,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,Air bubbles found and purged from lines 7/21/2014  1:49:00 PM,,,,7/21/2014 13:59,1004197.99,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.1046,0.370010198,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 14:31,1004198.53,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.0838,0.296432645,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:10,1004199.17,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.0976,0.345248522,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 15:49,1004199.82,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.1369,0.48426765,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 16:32,1004200.54,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.1215,0.429791961,biomass,OD600,ALE1.1
Quantification_ALEsKOs01,6,Phenomics_growthRate,FALSE,,,,,7/21/2014 17:12,1004201.21,OxicEvo04pgiEvo01J01EcoliGlc_Broth-2,,pgi_1_1B2,0.1567,0.554307821,biomass,OD600,ALE1.1
