id,experiment_id,sample_name,sample_name_abbreviation,sample_type,time_point,dilution,replicate_number,met_id,fragment_formula,fragment_mass,intensity,intensity_units,intensity_corrected,intensity_corrected_units,intensity_normalized,intensity_normalized_units,intensity_theoretical,abs_devFromTheoretical,scan_type,used_,comment_
41433,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,23dpg,C3H7O10P2-,266,1579,cps,,cps,,cps,0.037061534,100,MRM,TRUE,
41437,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,23dpg,C3H7O10P2-,266,1797.300482,cps,947.300482,cps,0.019577463,cps,0.037061534,47.17578866,MRM,TRUE,
41416,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,23dpg,C3H7O10P2-,267,1525.372954,cps,,cps,,cps,0.021060473,100,MRM,TRUE,
41420,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,23dpg,C3H7O10P2-,267,1547.438651,cps,,cps,,cps,0.021060473,100,MRM,TRUE,
41424,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,23dpg,C3H7O10P2-,267,1822,cps,,cps,,cps,0.021060473,100,MRM,TRUE,
41428,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,23dpg,C3H7O10P2-,267,1957.059375,cps,,cps,,cps,0.021060473,100,MRM,TRUE,
41432,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,23dpg,C3H7O10P2-,267,1505.482012,cps,,cps,,cps,0.021060473,100,MRM,TRUE,
41436,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,23dpg,C3H7O10P2-,267,1591.978241,cps,,cps,,cps,0.021060473,100,MRM,TRUE,
41418,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,23dpg,C3H7O10P2-,268,642.9360399,cps,,cps,,cps,0.000757002,100,MRM,TRUE,
41422,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,23dpg,C3H7O10P2-,268,486,cps,,cps,,cps,0.000757002,100,MRM,TRUE,
41426,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,23dpg,C3H7O10P2-,268,863.2900461,cps,,cps,,cps,0.000757002,100,MRM,TRUE,
41430,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,23dpg,C3H7O10P2-,268,447.4017565,cps,,cps,,cps,0.000757002,100,MRM,TRUE,
41434,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,23dpg,C3H7O10P2-,268,897.4029651,cps,,cps,,cps,0.000757002,100,MRM,TRUE,
41438,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,23dpg,C3H7O10P2-,268,729,cps,,cps,,cps,0.000757002,100,MRM,TRUE,
41444,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,2obut,C4H5O3-,101,6973.719268,cps,5447.467962,cps,1,cps,1,0,MRM,FALSE,Bad component
41449,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,2obut,C4H5O3-,101,6159.414706,cps,4633.1634,cps,1,cps,1,0,MRM,FALSE,Bad component
41454,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,2obut,C4H5O3-,101,7024.579246,cps,5498.32794,cps,1,cps,1,0,MRM,FALSE,Bad component
41459,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,2obut,C4H5O3-,101,5933.665556,cps,4407.41425,cps,1,cps,1,0,MRM,FALSE,Bad component
41464,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,2obut,C4H5O3-,101,7239.687454,cps,5713.436148,cps,1,cps,1,0,MRM,FALSE,Bad component
41469,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,2obut,C4H5O3-,101,6787.277522,cps,5261.026216,cps,1,cps,1,0,MRM,FALSE,Bad component
41443,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,2obut,C4H5O3-,102,756.4044006,cps,,cps,,cps,0.044980756,100,MRM,FALSE,Bad component
41448,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,2obut,C4H5O3-,102,625,cps,,cps,,cps,0.044980756,100,MRM,FALSE,Bad component
41453,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,2obut,C4H5O3-,102,765.7003678,cps,,cps,,cps,0.044980756,100,MRM,FALSE,Bad component
41458,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,2obut,C4H5O3-,102,626.6188847,cps,,cps,,cps,0.044980756,100,MRM,FALSE,Bad component
41463,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,2obut,C4H5O3-,102,364,cps,,cps,,cps,0.044980756,100,MRM,FALSE,Bad component
41468,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,2obut,C4H5O3-,102,753.167025,cps,,cps,,cps,0.044980756,100,MRM,FALSE,Bad component
41442,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,2obut,C4H5O3-,103,636.0739164,cps,,cps,,cps,0.006942404,100,MRM,FALSE,Bad component
41447,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,2obut,C4H5O3-,103,341.8349637,cps,,cps,,cps,0.006942404,100,MRM,FALSE,Bad component
41452,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,2obut,C4H5O3-,103,702.9847898,cps,,cps,,cps,0.006942404,100,MRM,FALSE,Bad component
41457,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,2obut,C4H5O3-,103,646.0758423,cps,,cps,,cps,0.006942404,100,MRM,FALSE,Bad component
41462,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,2obut,C4H5O3-,103,957.5321055,cps,,cps,,cps,0.006942404,100,MRM,FALSE,Bad component
41467,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,2obut,C4H5O3-,103,719.1034651,cps,,cps,,cps,0.006942404,100,MRM,FALSE,Bad component
41441,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,2obut,C4H5O3-,104,156,cps,,cps,,cps,0.000281277,100,MRM,FALSE,Bad component
41446,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,2obut,C4H5O3-,104,104,cps,,cps,,cps,0.000281277,100,MRM,FALSE,Bad component
41451,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,2obut,C4H5O3-,104,208,cps,,cps,,cps,0.000281277,100,MRM,FALSE,Bad component
41456,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,2obut,C4H5O3-,104,86.512364,cps,,cps,,cps,0.000281277,100,MRM,FALSE,Bad component
41461,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,2obut,C4H5O3-,104,104,cps,,cps,,cps,0.000281277,100,MRM,FALSE,Bad component
41466,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,2obut,C4H5O3-,104,104,cps,,cps,,cps,0.000281277,100,MRM,FALSE,Bad component
41440,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,2obut,C4H5O3-,105,156,cps,,cps,,cps,1.74E-05,100,MRM,FALSE,Bad component
41445,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,2obut,C4H5O3-,105,208,cps,,cps,,cps,1.74E-05,100,MRM,FALSE,Bad component
41450,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,2obut,C4H5O3-,105,156,cps,,cps,,cps,1.74E-05,100,MRM,FALSE,Bad component
41455,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,2obut,C4H5O3-,105,137.2986612,cps,,cps,,cps,1.74E-05,100,MRM,FALSE,Bad component
41460,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,2obut,C4H5O3-,105,246.4673083,cps,,cps,,cps,1.74E-05,100,MRM,FALSE,Bad component
41465,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,2obut,C4H5O3-,105,226.9955254,cps,,cps,,cps,1.74E-05,100,MRM,FALSE,Bad component
41470,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,6pgc,C6H12O10P-,275,698999.3603,cps,688837.9412,cps,1,cps,1,0,MRM,TRUE,
41477,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,6pgc,C6H12O10P-,275,732578.6666,cps,722417.2475,cps,1,cps,1,0,MRM,TRUE,
41484,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,6pgc,C6H12O10P-,275,504821.3384,cps,494659.9193,cps,1,cps,1,0,MRM,TRUE,
41491,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,6pgc,C6H12O10P-,275,744245.4047,cps,734083.9856,cps,1,cps,1,0,MRM,TRUE,
41498,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,6pgc,C6H12O10P-,275,765498.2251,cps,755336.806,cps,1,cps,1,0,MRM,TRUE,
41505,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,6pgc,C6H12O10P-,275,685217.9593,cps,675056.5402,cps,1,cps,1,0,MRM,TRUE,
43342,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,6pgc,C6H12O10P-,275,45849.92858,cps,36947.72207,cps,1,cps,1,0,MRM,TRUE,
43349,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-2-10x,MRMQC,QC,0,10,2,6pgc,C6H12O10P-,275,63459.54056,cps,54557.33405,cps,1,cps,1,0,MRM,TRUE,
43356,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-3-10x,MRMQC,QC,0,10,3,6pgc,C6H12O10P-,275,67852.0375,cps,58949.83099,cps,1,cps,1,0,MRM,TRUE,
41473,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,6pgc,C6H12O10P-,276,50452.88946,cps,49205.82774,cps,0.071433097,cps,0.070083785,1.925284748,MRM,TRUE,
41480,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,6pgc,C6H12O10P-,276,50949.08006,cps,49702.01834,cps,0.068799601,cps,0.070083785,1.832355414,MRM,TRUE,
41487,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,6pgc,C6H12O10P-,276,36437.48444,cps,35190.42272,cps,0.071140639,cps,0.070083785,1.507986446,MRM,TRUE,
41494,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,6pgc,C6H12O10P-,276,67934,cps,66686.93828,cps,0.090843745,cps,0.070083785,29.62163057,MRM,TRUE,
41501,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,6pgc,C6H12O10P-,276,58950.22051,cps,57703.15879,cps,0.076393945,cps,0.070083785,9.003738215,MRM,TRUE,
41508,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,6pgc,C6H12O10P-,276,36463.80103,cps,35216.73931,cps,0.052168577,cps,0.070083785,25.56255725,MRM,TRUE,
43345,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,6pgc,C6H12O10P-,276,3636.910027,cps,2644.910027,cps,0.071585199,cps,0.070083785,2.142312609,MRM,TRUE,
43352,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-2-10x,MRMQC,QC,0,10,2,6pgc,C6H12O10P-,276,5950,cps,4958,cps,0.090876875,cps,0.070083785,29.66890209,MRM,TRUE,
43359,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-3-10x,MRMQC,QC,0,10,3,6pgc,C6H12O10P-,276,5840.303779,cps,4848.303779,cps,0.082244575,cps,0.070083785,17.35178793,MRM,TRUE,
41474,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
41481,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
41488,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
41495,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
41502,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
41509,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
43346,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
43353,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-2-10x,MRMQC,QC,0,10,2,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
43360,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-3-10x,MRMQC,QC,0,10,3,6pgc,C6H12O10P-,277,0,cps,,cps,,cps,0.02265406,100,MRM,TRUE,
41472,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
41479,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
41486,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
41493,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
41500,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
41507,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
43344,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
43351,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-2-10x,MRMQC,QC,0,10,2,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
43358,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-3-10x,MRMQC,QC,0,10,3,6pgc,C6H12O10P-,278,0,cps,,cps,,cps,0.001467641,100,MRM,TRUE,
41476,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
41483,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
41490,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
41497,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
41504,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
41511,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
43348,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
43355,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-2-10x,MRMQC,QC,0,10,2,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
43362,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-3-10x,MRMQC,QC,0,10,3,6pgc,C6H12O10P-,279,0,cps,,cps,,cps,0.000233089,100,MRM,TRUE,
41471,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
41478,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
41485,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
41492,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
41499,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
41506,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
43343,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
43350,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-2-10x,MRMQC,QC,0,10,2,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
43357,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-3-10x,MRMQC,QC,0,10,3,6pgc,C6H12O10P-,280,0,cps,,cps,,cps,1.39E-05,100,MRM,TRUE,
41475,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,0,1,1,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
41482,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,0,1,2,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
41489,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,0,1,3,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
41496,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,0,1,4,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
41503,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,0,1,5,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
41510,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,0,1,6,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
43347,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
43354,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-2-10x,MRMQC,QC,0,10,2,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
43361,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-3-10x,MRMQC,QC,0,10,3,6pgc,C6H12O10P-,281,0,cps,,cps,,cps,1.44E-06,100,MRM,TRUE,
42490,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-1-10x,OxicWtGlc,Unknown,0,10,1,accoa,C23H37N7O17P3S-,808,190608.7164,cps,190272.7164,cps,1,cps,1,0,MRM,FALSE,
42514,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2-10x,OxicWtGlc,Unknown,0,10,2,accoa,C23H37N7O17P3S-,808,215474.4387,cps,215138.4387,cps,1,cps,1,0,MRM,FALSE,
42538,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3-10x,OxicWtGlc,Unknown,0,10,3,accoa,C23H37N7O17P3S-,808,159612,cps,159276,cps,1,cps,1,0,MRM,FALSE,
42562,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4-10x,OxicWtGlc,Unknown,0,10,4,accoa,C23H37N7O17P3S-,808,251407.9109,cps,251071.9109,cps,1,cps,1,0,MRM,FALSE,
42586,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-5-10x,OxicWtGlc,Unknown,0,10,5,accoa,C23H37N7O17P3S-,808,215807.6187,cps,215471.6187,cps,1,cps,1,0,MRM,FALSE,
42610,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-6-10x,OxicWtGlc,Unknown,0,10,6,accoa,C23H37N7O17P3S-,808,195441.7846,cps,195105.7846,cps,1,cps,1,0,MRM,FALSE,
43381,WTEColi12C01,140221_0_OxicWTEcoliGlcM9_MRMQC-1-10x,MRMQC,QC,0,10,1,accoa,C23H37N7O17P3S-,808,199096.469,cps,198961.469,cps,1,cps,1,0,MRM,FALSE,
